-0.514901;-0.546459;-0.438023;-0.477575;-1;-0.160535;-0.0802675;0.881771;0.920432;0.892111;0.808496;0.870533;0.928074;0.948683;0.920324;0.832996;0.774984;0.794927;0.83785;0.824409;-1;0;-1;0;0

-0.60596;-0.615227;-0.518533;-0.600498;-0.513127;-0.297659;-0.160535;0.854799;0.881771;0.920432;0.892111;0.808496;0.870533;0.930677;0.948683;0.920324;0.765445;0.774984;0.794927;0.83785;-1;0;-1;0;0

-0.648179;-0.643881;-0.590275;-0.597176;-0.497349;-0.100334;-0.297659;0.84401;0.854799;0.881771;0.920432;0.892111;0.808496;0.873059;0.930677;0.948683;0.849556;0.765445;0.774984;0.794927;-1;0;-1;0;0

-0.743377;-0.690545;-0.662017;-0.642857;-0.462388;-0.314381;-0.100334;0.825579;0.84401;0.854799;0.881771;0.920432;0.892111;0.810939;0.873059;0.930677;0.87687;0.849556;0.765445;0.774984;+1;0;-1;0;0

-0.709437;-0.786328;-0.729773;-0.812292;-0.386111;0.207358;-0.314381;0.852102;0.825579;0.84401;0.854799;0.881771;0.920432;0.894666;0.810939;0.873059;0.859527;0.87687;0.849556;0.765445;-1;0;-1;0;0

-0.841887;-0.676627;-0.728976;-0.626246;-0.278684;-0.464883;0.207358;0.823331;0.852102;0.825579;0.84401;0.854799;0.881771;0.923025;0.894666;0.810939;0.804032;0.859527;0.87687;0.849556;-1;0;-1;0;0

-1;-0.932869;-0.883619;-0.895349;-0.181834;-0.568562;-0.464883;0.893459;0.823331;0.852102;0.825579;0.84401;0.854799;0.884312;0.923025;0.894666;0.744201;0.804032;0.859527;0.87687;+1;0;-1;0;0

-0.972682;-1;-1;-0.94186;1;0.180602;-0.568562;0.803102;0.893459;0.823331;0.852102;0.825579;0.84401;0.857304;0.884312;0.923025;0.824843;0.744201;0.804032;0.859527;+1;0;-1;0;0

-0.747517;-0.823987;-0.869271;-0.958472;0.276557;0.979933;0.180602;0.789166;0.803102;0.893459;0.823331;0.852102;0.825579;0.8465;0.857304;0.884312;0.852157;0.824843;0.744201;0.804032;+1;0;-1;0;0

-0.615066;-0.679902;-0.654045;-0.736711;-0.108322;0.605351;0.979933;0.889863;0.789166;0.803102;0.893459;0.823331;0.852102;0.828044;0.8465;0.857304;0.814871;0.852157;0.824843;0.744201;-1;0;-1;0;0

-0.879967;-0.801064;-0.765644;-0.826412;0.228718;-1;0.605351;0.997303;0.889863;0.789166;0.803102;0.893459;0.823331;0.854603;0.828044;0.8465;0.788858;0.814871;0.852157;0.824843;+1;0;-1;0;0

-0.755795;-0.82235;-0.916301;-1;0.164991;0.571906;-1;0.946954;0.997303;0.889863;0.789166;0.803102;0.893459;0.825793;0.854603;0.828044;0.778452;0.788858;0.814871;0.852157;-1;0;+1;0;0

-0.879967;-0.796971;-0.781586;-0.784053;0.185324;-0.431438;0.571906;0.731176;0.946954;0.997303;0.889863;0.789166;0.803102;0.896016;0.825793;0.854603;0.760676;0.778452;0.788858;0.814871;+1;0;+1;0;0

-0.681291;-0.694638;-0.740135;-0.792359;0.445042;0.87291;-0.431438;0.942459;0.731176;0.946954;0.997303;0.889863;0.789166;0.805537;0.896016;0.825793;0.786256;0.760676;0.778452;0.788858;+1;0;+1;0;0

-0.451159;-0.489153;-0.510562;-0.48505;0.19532;1;0.87291;0.807597;0.942459;0.731176;0.946954;0.997303;0.889863;0.791582;0.805537;0.896016;0.758509;0.786256;0.760676;0.778452;-1;0;+1;0;0

-0.457781;-0.416291;-0.381427;-0.428571;-0.0941684;0.0434783;1;0.982917;0.807597;0.942459;0.731176;0.946954;0.997303;0.892415;0.791582;0.805537;0.826144;0.758509;0.786256;0.760676;-1;0;-1;0;0

-0.594371;-0.509619;-0.545636;-0.501661;-0.0679887;-0.481605;0.0434783;1;0.982917;0.807597;0.942459;0.731176;0.946954;1;0.892415;0.791582;0.738998;0.826144;0.758509;0.786256;+1;0;+1;0;0

-0.491722;-0.525174;-0.439617;-0.534884;-0.434374;0.48495;-0.481605;0.871432;1;0.982917;0.807597;0.942459;0.731176;0.949584;1;0.892415;0.725558;0.738998;0.826144;0.758509;+1;0;+1;0;0

-0.362583;-0.440851;-0.357513;-0.443522;-0.463209;0.591973;0.48495;0.800854;0.871432;1;0.982917;0.807597;0.942459;0.733513;0.949584;1;0.822675;0.725558;0.738998;0.826144;-1;0;+1;0;0

-0.413907;-0.485059;-0.403747;-0.468438;-0.47603;-0.137124;0.591973;0.930771;0.800854;0.871432;1;0.982917;0.807597;0.945082;0.733513;0.949584;0.926295;0.822675;0.725558;0.738998;-1;0;+1;0;0

-0.635762;-0.556283;-0.749701;-0.543189;0.036573;-0.826087;-0.137124;0.945156;0.930771;0.800854;0.871432;1;0.982917;0.810038;0.945082;0.733513;0.877737;0.926295;0.822675;0.725558;+1;0;+1;0;0

-0.441225;-0.521081;-0.578318;-0.615448;-0.388137;0.856187;-0.826087;0.847157;0.945156;0.930771;0.800854;0.871432;1;0.985595;0.810038;0.945082;0.669629;0.877737;0.926295;0.822675;-1;0;+1;0;0

