-0.798348;-1;-0.976706;-1;-0.766859;0.445614;-0.761404;0.621053;-0.249123;-0.0245614;+1;0;0;+1;0

-0.477686;-0.656012;-0.767055;-0.778094;-0.673365;0.698246;0.445614;-0.761404;0.621053;-0.249123;+1;0;0;+1;0

-0.289256;-0.363775;-0.570716;-0.610242;-0.496196;0.417544;0.698246;0.445614;-0.761404;0.621053;+1;0;0;+1;0

0.107438;-0.129376;-0.134776;-0.209104;-0.0074323;0.859649;0.417544;0.698246;0.445614;-0.761404;+1;0;0;+1;0

0.203306;-0.0167426;0.058236;0.0412519;-0.676999;0.221053;0.859649;0.417544;0.698246;0.445614;-1;0;0;-1;0

-0.213223;-0.263318;-0.221298;-0.206259;-0.352955;-0.866667;0.221053;0.859649;0.417544;0.698246;-1;0;0;-1;0

-0.289256;-0.366819;-0.420965;-0.280228;-0.665498;-0.14386;-0.866667;0.221053;0.859649;0.417544;-1;0;0;-1;0

-0.315702;-0.427702;-0.347754;-0.4367;-0.754141;-0.0385965;-0.14386;-0.866667;0.221053;0.859649;+1;0;0;-1;0

-0.0578516;-0.312024;-0.301165;-0.365576;-0.556966;0.564912;-0.0385965;-0.14386;-0.866667;0.221053;-1;0;0;+1;0

-0.53719;-0.235921;-0.53411;-0.240398;-0.175986;-1;0.564912;-0.0385965;-0.14386;-0.866667;-1;0;0;+1;0

-0.669421;-0.835616;-0.900167;-0.863442;-0.141394;-0.263158;-1;0.564912;-0.0385965;-0.14386;-1;0;0;+1;0

-0.699174;-0.811263;-0.800333;-0.832148;-0.660437;-0.045614;-0.263158;-1;0.564912;-0.0385965;+1;0;0;+1;0

-0.672727;-0.853881;-0.783694;-0.826458;-0.720529;0.0736842;-0.045614;-0.263158;-1;0.564912;+1;0;0;+1;0

-0.454545;-0.582953;-0.750416;-0.743955;-0.49748;0.480702;0.0736842;-0.045614;-0.263158;-1;-1;0;0;+1;0

-0.702479;-0.637747;-0.700499;-0.544808;-0.451038;-0.508772;0.480702;0.0736842;-0.045614;-0.263158;-1;0;0;+1;0

-0.824794;-0.887367;-0.876872;-0.837838;-0.0702062;-0.242105;-0.508772;0.480702;0.0736842;-0.045614;+1;0;0;+1;0

-0.553719;-0.573821;-0.843594;-0.886202;0.227803;0.592982;-0.242105;-0.508772;0.480702;0.0736842;-1;0;0;+1;0

-0.719009;-0.686453;-0.717139;-0.564723;1;-0.333333;0.592982;-0.242105;-0.508772;0.480702;+1;0;0;+1;0

-0.652893;-0.808219;-0.800333;-0.766714;0.295618;0.157895;-0.333333;0.592982;-0.242105;-0.508772;+1;0;0;+1;0

-0.586777;-0.747336;-0.667221;-0.647226;-0.297913;0.157895;0.157895;-0.333333;0.592982;-0.242105;+1;0;0;+1;0

-0.322314;-0.561644;-0.637271;-0.692745;0.795402;0.578947;0.157895;0.157895;-0.333333;0.592982;-1;0;0;+1;0

-0.391735;-0.424657;-0.410982;-0.394026;-0.272823;-0.129825;0.578947;0.157895;0.157895;-0.333333;-1;0;0;+1;0

