-0.696703;-0.534883;-0.657658;-0.665953;-0.581217;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;0.223022;0.323741;0.18705;0.028777;-0.223022;+1;0;0;0;+1

-0.547252;-0.61945;-0.644145;-0.605996;0.00876166;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;0.223022;0.323741;0.18705;0.028777;-1;0;0;0;+1

-0.679121;-0.704017;-0.671171;-0.623126;-0.703153;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;0.223022;0.323741;0.18705;-1;0;0;0;-1

-0.789011;-0.661734;-0.833334;-0.618843;-0.760972;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;0.223022;0.323741;-1;0;0;0;-1

-0.876923;-0.788584;-0.963964;-0.820128;-1;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;0.223022;-1;0;0;0;+1

-0.920879;-0.864694;-0.954955;-0.927195;-0.252312;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;0.345324;-1;0;0;0;+1

-1;-1;-0.972973;-0.948608;-0.686276;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;-0.179856;+1;0;0;0;-1

-0.657143;-0.809725;-0.959459;-1;-0.523802;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;0.647482;+1;0;0;0;+1

-0.481318;-0.640592;-0.63964;-0.66167;-0.473331;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;-0.028777;-1;0;0;0;-1

-0.569231;-0.61945;-0.621622;-0.554603;-0.31433;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;0.223022;+1;0;0;0;+1

-0.481318;-0.640592;-0.711712;-0.66167;-0.557556;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;0.0647482;-1;0;0;0;+1

-0.525275;-0.661734;-0.536037;-0.550321;-0.789801;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;-0.0503597;-1;0;0;0;-1

-0.701099;-0.665962;-0.662162;-0.627409;-0.981588;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;0.582734;+1;0;0;0;-1

-0.591209;-0.704017;-0.675676;-0.734475;-0.855049;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-0.28777;+1;0;0;0;+1

-0.507692;-0.665962;-0.671171;-0.59743;-0.689345;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;0.0935252;-1;0;0;0;-1

-0.648352;-0.585624;-0.734234;-0.59743;0.4399;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;0.467626;-1;0;0;0;+1

-0.775824;-0.801269;-0.756757;-0.747323;1;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;0.00719424;+1;0;0;0;+1

-0.727472;-0.792812;-0.801802;-0.777302;-0.339444;0.302158;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;0.0431655;-1;0;0;0;+1

-0.740659;-0.818182;-0.77027;-0.751606;-0.797069;0.201439;0.302158;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;0.0791367;-1;0;0;0;-1

-0.767033;-0.805497;-0.797298;-0.738758;-0.875237;0.179856;0.201439;0.302158;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;0.151079;-1;0;0;0;+1

-0.832967;-0.835095;-0.797298;-0.79015;-0.585093;0.115108;0.179856;0.201439;0.302158;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;0.0935252;+1;0;0;0;-1

-0.679121;-0.830867;-0.792793;-0.798715;-0.778253;0.47482;0.115108;0.179856;0.201439;0.302158;0.0143885;-0.00719424;0.359712;0.402878;-0.0647482;0.151079;0.366906;0.0791367;0.510791;0.784173;-1;0;0;0;-1

