-0.608054;-0.66759;-0.514763;-0.640541;-0.423861;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-0.0184502;-0.365314;0.372694;-0.136531;0.0701107;-1;0;0;0;-1

-0.718121;-0.681441;-0.630295;-0.732432;-0.268416;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-0.0184502;-0.365314;0.372694;-0.136531;+1;0;0;0;+1

-0.637584;-0.66482;-0.57638;-0.678378;-0.0160516;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-0.0184502;-0.365314;0.372694;+1;0;0;0;+1

-0.610739;-0.66482;-0.473684;-0.635135;-0.840681;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-0.0184502;-0.365314;+1;0;0;0;-1

-0.557047;-0.65651;-0.463415;-0.662162;-0.606577;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-0.0184502;-1;0;0;0;-1

-0.637584;-0.722992;-0.527599;-0.745946;-0.778542;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-0.195572;-1;0;0;0;-1

-0.720806;-0.709141;-0.620026;-0.716216;-0.452329;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;0.815498;-1;0;0;0;+1

-1;-1;-0.861361;-0.95946;-0.290529;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;0.00369003;+1;0;0;0;+1

-0.664429;-0.806094;-0.745828;-1;-0.584791;0.926199;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;-0.549815;+1;0;0;0;-1

-0.557047;-0.695291;-0.56611;-0.77027;-0.534557;0.298893;0.926199;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-0.0258303;+1;0;0;0;+1

-0.385235;-0.459834;-0.383825;-0.645946;-0.509528;0.476015;0.298893;0.926199;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-0.298893;-1;0;0;0;-1

-0.583893;-0.426593;-0.44801;-0.637838;-0.582222;-0.542435;0.476015;0.298893;0.926199;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;0.225092;-1;0;0;0;-1

-0.605369;-0.65374;-0.463415;-0.681081;-0.733554;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-0.763838;-0.225092;-0.217712;0.151292;0.0774908;+1;0;0;0;-1

-0.288591;-0.171745;-0.381258;-0.62973;-0.0937959;0.874539;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-0.763838;-0.225092;-0.217712;0.151292;+1;0;0;0;+1

-0.0335568;-0.058172;-0.0089856;-0.264865;0.0477631;0.704797;0.874539;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-0.763838;-0.225092;-0.217712;+1;0;0;0;+1

-0.0201342;0.0110801;0.103979;-0.0675673;-0.370014;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-0.763838;-0.225092;+1;0;0;0;-1

0.167786;0.0526317;0.168164;-0.0783784;-0.360634;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-0.763838;-1;0;0;0;-1

0.14094;0.108033;0.147625;0.0810811;-0.642903;-0.0701107;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;0.476015;0.298893;0.926199;-1;0;0;0;-1

0.114094;-0.00277015;0.165597;0.00540579;-0.4643;-0.0701107;-0.0701107;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;0.476015;0.298893;-1;0;0;0;-1

0.114094;0.0941828;0.245186;0.0675678;-0.514229;0.00369003;-0.0701107;-0.0701107;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;0.476015;+1;0;0;0;-1

0.299329;0.188366;0.206675;0.0783784;-0.357391;0.512915;0.00369003;-0.0701107;-0.0701107;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-0.542435;-1;0;0;0;-1

0.275168;0.182825;0.229782;0.172973;-0.567161;-0.0627306;0.512915;0.00369003;-0.0701107;-0.0701107;0.520295;0.0405904;0.704797;0.874539;-0.0553506;-1;0;0;0;-1

