0.773936;0.724796;0.726316;0.673797;-0.628651;0.713333;0.32;0.32;0.246667;0.706667;0.353333;0.226667;0.446667;0.853333;0.26;-0.433333;0.906667;-1;0.38;0.228188;0.838926;0.510067;0.395973;0.0604027;0.597315;0.342282;0.275168;0.174497;0.0201342;0.52349;0.95302;0.348993;0.234899;0.724832;0.442953;0.744966;0.322148;0.456376;0.348993;0.458015;0.480916;0.267176;0.0534351;0.374046;0.770992;0.435114;0.29771;-0.335878;0.274809;0.21374;0.305344;0.427481;0.114504;1;0.114504;0.091603;0.0152672;-0.206107;0.251908;-0.206107;0.633588;-0.335878;0.229008;0.519084;0.587786;0.259542;0.610687;0.740458;0.183206;0.625954;-0.251908;0.328244;0.167939;0.160305;0.290076;0.449612;-0.186046;0.418605;0.24031;0.620155;0.310078;-0.465116;0.0620155;0.72093;0.410853;+1;0;0;+1;0

0.885638;0.839237;0.831579;0.78877;-0.59688;0.613333;0.713333;0.32;0.32;0.246667;0.706667;0.353333;0.226667;0.446667;0.853333;0.26;-0.433333;0.906667;-1;0.389262;0.228188;0.838926;0.510067;0.395973;0.0604027;0.597315;0.342282;0.275168;0.174497;0.0201342;0.52349;0.95302;0.348993;0.234899;0.724832;0.442953;0.744966;0.322148;0.456376;0.259542;0.458015;0.480916;0.267176;0.0534351;0.374046;0.770992;0.435114;0.29771;-0.335878;0.274809;0.21374;0.305344;0.427481;0.114504;1;0.114504;0.091603;0.0152672;-0.206107;0.251908;-0.206107;0.633588;-0.335878;0.229008;0.519084;0.587786;0.259542;0.610687;0.740458;0.183206;0.625954;-0.251908;0.328244;0.167939;0.160305;0.310078;0.449612;-0.186046;0.418605;0.24031;0.620155;0.310078;-0.465116;0.0620155;0.72093;-1;0;0;+1;0

0.696809;0.822888;0.723684;0.84492;-0.534779;-0.14;0.613333;0.713333;0.32;0.32;0.246667;0.706667;0.353333;0.226667;0.446667;0.853333;0.26;-0.433333;0.906667;-1;0.389262;0.228188;0.838926;0.510067;0.395973;0.0604027;0.597315;0.342282;0.275168;0.174497;0.0201342;0.52349;0.95302;0.348993;0.234899;0.724832;0.442953;0.744966;0.322148;0.381679;0.259542;0.458015;0.480916;0.267176;0.0534351;0.374046;0.770992;0.435114;0.29771;-0.335878;0.274809;0.21374;0.305344;0.427481;0.114504;1;0.114504;0.091603;0.0152672;-0.206107;0.251908;-0.206107;0.633588;-0.335878;0.229008;0.519084;0.587786;0.259542;0.610687;0.740458;0.183206;0.625954;-0.251908;0.328244;0.167939;0.178295;0.310078;0.449612;-0.186046;0.418605;0.24031;0.620155;0.310078;-0.465116;0.0620155;-1;0;0;+1;0

0.473404;0.520436;0.497368;0.564171;-0.476959;-0.226667;-0.14;0.613333;0.713333;0.32;0.32;0.246667;0.706667;0.353333;0.226667;0.446667;0.853333;0.26;-0.433333;0.919463;-1;0.389262;0.228188;0.838926;0.510067;0.395973;0.0604027;0.597315;0.342282;0.275168;0.174497;0.0201342;0.52349;0.95302;0.348993;0.234899;0.724832;0.442953;0.744966;0.229008;0.381679;0.259542;0.458015;0.480916;0.267176;0.0534351;0.374046;0.770992;0.435114;0.29771;-0.335878;0.274809;0.21374;0.305344;0.427481;0.114504;1;0.114504;0.091603;0.0152672;-0.206107;0.251908;-0.206107;0.633588;-0.335878;0.229008;0.519084;0.587786;0.259542;0.610687;0.740458;0.183206;0.625954;-0.251908;0.328244;0.186047;0.178295;0.310078;0.449612;-0.186046;0.418605;0.24031;0.620155;0.310078;-0.465116;+1;0;0;+1;0

0.534575;0.525886;0.542105;0.550802;-0.68241;0.486667;-0.226667;-0.14;0.613333;0.713333;0.32;0.32;0.246667;0.706667;0.353333;0.226667;0.446667;0.853333;0.26;-0.42953;0.919463;-1;0.389262;0.228188;0.838926;0.510067;0.395973;0.0604027;0.597315;0.342282;0.275168;0.174497;0.0201342;0.52349;0.95302;0.348993;0.234899;0.724832;0.442953;0.709924;0.229008;0.381679;0.259542;0.458015;0.480916;0.267176;0.0534351;0.374046;0.770992;0.435114;0.29771;-0.335878;0.274809;0.21374;0.305344;0.427481;0.114504;1;0.114504;0.091603;0.0152672;-0.206107;0.251908;-0.206107;0.633588;-0.335878;0.229008;0.519084;0.587786;0.259542;0.610687;0.740458;0.183206;0.625954;-0.251908;0.348837;0.186047;0.178295;0.310078;0.449612;-0.186046;0.418605;0.24031;0.620155;0.310078;+1;0;0;+1;0

