-0.543515;-0.536695;-0.536932;-0.508355;-0.236762;-0.380645;0.0258064;0.882089;0.891056;0.846671;0.888366;0.847119;0.801838;0.884331;0.906299;0.865053;0.801864;0.793627;0.820941;0.856059;0.821374;0.81357;0.846954;0.793627;0.808368;-1;0;0;0;-1

-0.555867;-0.578711;-0.573864;-0.536675;-0.12641;-0.00645164;-0.380645;0.864604;0.882089;0.891056;0.846671;0.888366;0.847119;0.801838;0.884331;0.906299;0.803599;0.801864;0.793627;0.820941;0.856059;0.821374;0.81357;0.846954;0.793627;+1;0;0;0;-1

-0.467715;-0.515966;-0.494318;-0.511187;0.204166;0.570968;-0.00645164;0.808115;0.864604;0.882089;0.891056;0.846671;0.888366;0.847119;0.801838;0.884331;0.843486;0.803599;0.801864;0.793627;0.820941;0.856059;0.821374;0.81357;0.846954;-1;0;0;0;+1

-0.48849;-0.514286;-0.496023;-0.516851;-0.343387;-0.0548387;0.570968;0.860121;0.808115;0.864604;0.882089;0.891056;0.846671;0.888366;0.847119;0.801838;0.822241;0.843486;0.803599;0.801864;0.793627;0.820941;0.856059;0.821374;0.81357;-1;0;0;0;-1

-0.507018;-0.50084;-0.535227;-0.490796;-0.031089;-0.0419355;-0.0548387;0.940372;0.860121;0.808115;0.864604;0.882089;0.891056;0.846671;0.888366;0.847119;0.742467;0.822241;0.843486;0.803599;0.801864;0.793627;0.820941;0.856059;0.821374;+1;0;0;0;-1

-0.505334;-0.528291;-0.525;-0.553668;-0.253502;0.0741935;-0.0419355;0.853396;0.940372;0.860121;0.808115;0.864604;0.882089;0.891056;0.846671;0.888366;0.786256;0.742467;0.822241;0.843486;0.803599;0.801864;0.793627;0.820941;0.856059;+1;0;0;0;-1

-0.428411;-0.483473;-0.464773;-0.484565;0.0389912;0.506452;0.0741935;0.855189;0.853396;0.940372;0.860121;0.808115;0.864604;0.882089;0.891056;0.846671;0.826144;0.786256;0.742467;0.822241;0.843486;0.803599;0.801864;0.793627;0.820941;+1;0;0;0;+1

-0.42055;-0.462745;-0.436932;-0.431889;-0.322262;0.109677;0.506452;0.871329;0.855189;0.853396;0.940372;0.860121;0.808115;0.864604;0.882089;0.891056;0.785823;0.826144;0.786256;0.742467;0.822241;0.843486;0.803599;0.801864;0.793627;+1;0;0;0;-1

-0.40146;-0.458263;-0.427841;-0.433022;-0.116541;0.174194;0.109677;0.931405;0.871329;0.855189;0.853396;0.940372;0.860121;0.808115;0.864604;0.882089;0.828745;0.785823;0.826144;0.786256;0.742467;0.822241;0.843486;0.803599;0.801864;+1;0;0;0;-1

-0.393038;-0.439216;-0.392045;-0.398471;-0.320216;0.112903;0.174194;0.876261;0.931405;0.871329;0.855189;0.853396;0.940372;0.860121;0.808115;0.864604;0.820074;0.828745;0.785823;0.826144;0.786256;0.742467;0.822241;0.843486;0.803599;-1;0;0;0;-1

-0.421673;-0.440896;-0.421591;-0.40017;-0.121422;-0.1;0.112903;0.885228;0.876261;0.931405;0.871329;0.855189;0.853396;0.940372;0.860121;0.808115;0.803165;0.820074;0.828745;0.785823;0.826144;0.786256;0.742467;0.822241;0.843486;+1;0;0;0;+1

-0.377316;-0.436415;-0.428977;-0.43812;-0.435282;0.319355;-0.1;0.876709;0.885228;0.876261;0.931405;0.871329;0.855189;0.853396;0.940372;0.860121;0.748537;0.803165;0.820074;0.828745;0.785823;0.826144;0.786256;0.742467;0.822241;+1;0;0;0;+1

-0.359349;-0.406723;-0.402273;-0.413764;-0.240921;0.167742;0.319355;0.847119;0.876709;0.885228;0.876261;0.931405;0.871329;0.855189;0.853396;0.940372;0.798829;0.748537;0.803165;0.820074;0.828745;0.785823;0.826144;0.786256;0.742467;+1;0;0;0;-1

-0.306008;-0.352941;-0.319886;-0.350892;-0.106899;0.370968;0.167742;0.905402;0.847119;0.876709;0.885228;0.876261;0.931405;0.871329;0.855189;0.853396;0.876436;0.798829;0.748537;0.803165;0.820074;0.828745;0.785823;0.826144;0.786256;-1;0;0;0;+1

-0.31443;-0.314286;-0.317045;-0.321439;-0.205265;0.016129;0.370968;0.884331;0.905402;0.847119;0.876709;0.885228;0.876261;0.931405;0.871329;0.855189;0.792326;0.876436;0.798829;0.748537;0.803165;0.820074;0.828745;0.785823;0.826144;+1;0;0;0;-1

-0.215609;-0.268347;-0.251705;-0.283489;-0.10716;0.632258;0.016129;0.912576;0.884331;0.905402;0.847119;0.876709;0.885228;0.876261;0.931405;0.871329;0.79406;0.792326;0.876436;0.798829;0.748537;0.803165;0.820074;0.828745;0.785823;-1;0;0;0;-1

-0.244245;-0.280112;-0.248864;-0.247805;-0.351265;-0.1;0.632258;0.863259;0.912576;0.884331;0.905402;0.847119;0.876709;0.885228;0.876261;0.931405;0.809668;0.79406;0.792326;0.876436;0.798829;0.748537;0.803165;0.820074;0.828745;+1;0;0;0;-1

-0.239753;-0.277871;-0.265341;-0.255169;-0.426639;0.0903226;-0.1;0.94889;0.863259;0.912576;0.884331;0.905402;0.847119;0.876709;0.885228;0.876261;0.867765;0.809668;0.79406;0.792326;0.876436;0.798829;0.748537;0.803165;0.820074;-1;0;0;0;+1

-0.243122;-0.267787;-0.240909;-0.230813;-0.407369;0.0451613;0.0903226;0.847119;0.94889;0.863259;0.912576;0.884331;0.905402;0.847119;0.876709;0.885228;0.814437;0.867765;0.809668;0.79406;0.792326;0.876436;0.798829;0.748537;0.803165;-1;0;0;0;-1

-0.286356;-0.335014;-0.288068;-0.290286;-0.558072;-0.183871;0.0451613;0.873571;0.847119;0.94889;0.863259;0.912576;0.884331;0.905402;0.847119;0.876709;0.823109;0.814437;0.867765;0.809668;0.79406;0.792326;0.876436;0.798829;0.748537;-1;0;0;0;-1

-0.332397;-0.387115;-0.340341;-0.344095;-0.64653;-0.2;-0.183871;0.867294;0.873571;0.847119;0.94889;0.863259;0.912576;0.884331;0.905402;0.847119;0.814871;0.823109;0.814437;0.867765;0.809668;0.79406;0.792326;0.876436;0.798829;-1;0;0;0;+1

-0.345312;-0.371429;-0.336932;-0.329935;-0.388587;-0.00967744;-0.2;0.835463;0.867294;0.873571;0.847119;0.94889;0.863259;0.912576;0.884331;0.905402;0.786256;0.814871;0.823109;0.814437;0.867765;0.809668;0.79406;0.792326;0.876436;-1;0;0;0;-1

