0.22526;0.221262;0.276705;0.244846;-0.254026;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.116608;-0.0282685;0.0565371;-0.0812721;-0.250883;-0.133106;-1;0;0;0;-1

0.170573;0.222592;0.203346;0.152062;-0.306831;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.116608;-0.0282685;0.0565371;-0.0812721;-0.276451;-1;0;0;0;-1

0.144531;0.124252;0.160875;0.0399486;-0.429683;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.116608;-0.0282685;0.0565371;-0.112628;+1;0;0;0;-1

0.209635;0.0936877;0.171171;0.11598;-0.669959;0.261484;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.116608;-0.0282685;0.0204778;+1;0;0;0;-1

0.359375;0.247841;0.256113;0.140464;-0.5962;0.491166;0.261484;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.116608;-0.0614334;+1;0;0;0;-1

0.489583;0.368771;0.435007;0.396908;-0.570257;0.438163;0.491166;0.261484;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;1;-0.146758;-1;0;0;0;+1

0.391927;0.362126;0.396397;0.365979;-0.57353;-0.180212;0.438163;0.491166;0.261484;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.45583;0.931741;+1;0;0;0;-1

0.410156;0.327575;0.389962;0.295103;-0.483167;0.134276;-0.180212;0.438163;0.491166;0.261484;0.0141343;-0.0636042;-0.409894;0.00353357;0.0706714;0.00706714;-0.229682;0.614841;0.190813;0.508834;-0.0565371;0.441696;-0.625442;-0.265018;0.226148;0.600707;-0.229682;0.127208;0.173145;0.226148;0.385159;-0.166078;0.526502;0.208481;0.530035;-0.286219;0.261484;0.137809;-0.0141343;0.448763;0.120141;0.257951;0.727915;0.240283;0.406143;+1;0;0;0;+1

