-0.056633;-0.0387711;0.0487594;0.0571872;-0.656731;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-0.11828;-0.100358;-0.537634;-0.354839;-0.0681004;+1;0;0;0;0

0.00853379;-0.0270666;0.110351;0.0479137;-0.342283;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-0.11828;-0.100358;-0.537634;-0.354839;-1;0;0;0;0

-0.309542;-0.309437;-0.20787;-0.244204;-0.592471;-1;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-0.11828;-0.100358;-0.537634;+1;0;0;0;0

-0.270752;-0.316752;-0.213003;-0.239567;-0.182736;-0.175627;-1;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-0.11828;-0.100358;-1;0;0;0;0

-0.363848;-0.315289;-0.289992;-0.205564;-0.698554;-0.480287;-0.175627;-1;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-0.11828;+1;0;0;0;0

-0.286268;-0.372348;-0.26604;-0.2983;-0.757041;-0.0860215;-0.480287;-0.175627;-1;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-0.340502;-1;0;0;0;0

-0.376261;-0.388442;-0.288281;-0.282844;-0.801117;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-0.114695;-0.344086;0.09319;0.0501792;-0.508961;-1;0;0;0;0

-0.439876;-0.422092;-0.343028;-0.352396;-0.534313;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-0.114695;-0.344086;0.09319;0.0501792;-1;0;0;0;0

-0.612102;-0.534748;-0.527802;-0.476043;-0.419452;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-0.114695;-0.344086;0.09319;+1;0;0;0;0

-0.526765;-0.542063;-0.546621;-0.574961;-0.44832;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-0.114695;-0.344086;-1;0;0;0;0

-0.58107;-0.600585;-0.573995;-0.506955;-0.350779;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-0.114695;+1;0;0;0;0

-0.519007;-0.575713;-0.495295;-0.506955;-0.0323413;-0.121864;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;-1;0;0;0;0

-0.58107;-0.564009;-0.526091;-0.48068;-0.614392;-0.408602;-0.121864;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-0.175627;-1;0;0;0;0

-0.610551;-0.607901;-0.520958;-0.540958;-0.592283;-0.333333;-0.408602;-0.121864;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-0.480287;-1;0;0;0;0

-0.657098;-0.659108;-0.618477;-0.568779;-0.82102;-0.37276;-0.333333;-0.408602;-0.121864;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-0.0860215;-1;0;0;0;0

-0.671063;-0.666423;-0.62361;-0.584235;-0.642274;-0.297491;-0.37276;-0.333333;-0.408602;-0.121864;-0.390681;-0.0681004;-0.663082;-0.412186;-0.473118;-1;0;0;0;0

