23.18;0.633929;-0.0669643;-0.433036;-0.334821;0.0133929;+1;0;0;0;0

24.3;0.607143;0.633929;-0.0669643;-0.433036;-0.334821;-1;0;0;0;0

24.2;0.0625;0.607143;0.633929;-0.0669643;-0.433036;+1;0;0;0;0

25;0.464286;0.0625;0.607143;0.633929;-0.0669643;+1;0;0;0;0

26.1;0.598214;0.464286;0.0625;0.607143;0.633929;+1;0;0;0;0

27.11;0.558036;0.598214;0.464286;0.0625;0.607143;-1;0;0;0;0

27.05;0.0803571;0.558036;0.598214;0.464286;0.0625;-1;0;0;0;0

26.2;-0.272321;0.0803571;0.558036;0.598214;0.464286;+1;0;0;0;0

27.5;0.6875;-0.272321;0.0803571;0.558036;0.598214;-1;0;0;0;0

26.5;-0.339286;0.6875;-0.272321;0.0803571;0.558036;-1;0;0;0;0

25.4;-0.383929;-0.339286;0.6875;-0.272321;0.0803571;-1;0;0;0;0

24.9;-0.116071;-0.383929;-0.339286;0.6875;-0.272321;-1;0;0;0;0

24.5;-0.0714286;-0.116071;-0.383929;-0.339286;0.6875;-1;0;0;0;0

24.4;0.0625;-0.0714286;-0.116071;-0.383929;-0.339286;-1;0;0;0;0

22.4;-0.785714;0.0625;-0.0714286;-0.116071;-0.383929;-1;0;0;0;0

21.48;-0.303571;-0.785714;0.0625;-0.0714286;-0.116071;-1;0;0;0;0

19;-1;-0.303571;-0.785714;0.0625;-0.0714286;-1;0;0;0;0

18.8;0.0178571;-1;-0.303571;-0.785714;0.0625;+1;0;0;0;0

20.45;0.84375;0.0178571;-1;-0.303571;-0.785714;-1;0;0;0;0

19.6;-0.272321;0.84375;0.0178571;-1;-0.303571;-1;0;0;0;0

18.2;-0.517857;-0.272321;0.84375;0.0178571;-1;+1;0;0;0;0

19;0.464286;-0.517857;-0.272321;0.84375;0.0178571;+1;0;0;0;0

21;1;0.464286;-0.517857;-0.272321;0.84375;+1;0;0;0;0

21.4;0.285714;1;0.464286;-0.517857;-0.272321;-1;0;0;0;0

21;-0.0714286;0.285714;1;0.464286;-0.517857;-1;0;0;0;0

21;0.107143;-0.0714286;0.285714;1;0.464286;-1;0;0;0;0

