87.8;1;0.370023;-0.442623;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.633298;-0.243414;-0.253952;0.283456;-0.728135;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-0.255474;-0.0427529;-0.0406673;0.0594369;0.374348;-1;0;0;0;0

85.5;-0.604215;1;0.370023;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.633298;-0.243414;-0.253952;0.283456;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-0.255474;-0.0427529;-0.0406673;0.0594369;+1;0;0;0;0

86.2;0.0983606;-0.604215;1;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.633298;-0.243414;-0.253952;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-0.255474;-0.0427529;-0.0406673;+1;0;0;0;0

88;0.355972;0.0983606;-0.604215;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.633298;-0.243414;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-0.255474;-0.0427529;-1;0;0;0;0

87.5;-0.18267;0.355972;0.0983606;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.633298;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-0.255474;+1;0;0;0;0

89;0.285714;-0.18267;0.355972;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.211802;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-0.13243;-1;0;0;0;0

88.5;-0.18267;0.285714;-0.18267;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.222339;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;0.07195;-1;0;0;0;0

86.8;-0.4637;-0.18267;0.285714;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.69863;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-0.0239833;-1;0;0;0;0

86.2;-0.206089;-0.4637;-0.18267;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.190727;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;0.0907195;-1;0;0;0;0

83.6;-0.674473;-0.206089;-0.4637;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0937829;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;0.0448384;-1;0;0;0;0

81;-0.674473;-0.674473;-0.206089;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.435195;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-0.220021;-1;0;0;0;0

79;-0.533958;-0.674473;-0.674473;-0.285564;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.747102;-0.441084;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-0.272159;-1;0;0;0;0

78.39;-0.208431;-0.533958;-0.674473;-0.70706;-0.285564;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.028451;-0.749739;-0.441084;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;0.395203;-1;0;0;0;0

77.5;-0.274005;-0.208431;-0.533958;-0.70706;-0.70706;-0.285564;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.454162;0.0177268;-0.749739;-0.441084;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-0.564129;-1;0;0;0;0

75.5;-0.533958;-0.274005;-0.208431;-0.580611;-0.70706;-0.70706;-0.285564;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.291886;0.438999;0.0177268;-0.749739;-0.441084;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-0.334724;-1;0;0;0;0

74.5;-0.299766;-0.533958;-0.274005;-0.287671;-0.580611;-0.70706;-0.70706;-0.285564;-0.517387;-0.264489;0.157007;-0.264489;0.220232;-0.0115912;-0.643836;0.799789;0.232877;-0.498419;1;-0.159115;0.0727081;-0.285564;-0.18019;0.38883;0.0727081;-0.032666;-0.148577;-0.304531;-0.437302;-0.14647;0.241307;-0.285564;-0.243414;0.00948367;-0.032666;0.032666;0.1549;-0.201264;0.399368;0.089568;-0.186512;-0.220232;-0.361433;-0.190727;-0.213909;-0.125395;0.0727081;0.0305585;0.0537408;-0.0769231;-0.66491;-0.527924;-0.527924;-0.325606;0.00737619;-0.300316;-0.165437;0.157007;-0.178082;0.00737619;0.00737619;-0.39726;-0.586934;-0.29927;0.438999;0.0177268;-0.749739;-0.441084;0.0823775;-0.199166;-0.701773;0.209593;-0.220021;-0.637122;-0.251303;-0.261731;0.270073;-0.73097;1;0.635036;-1;0;0;0;0

