1;1;1;1;-0.286207;-0.872791;0.236749;0.0600707;0.144876;0.236749;-1;0;0;0;0

0.968473;0.89336;0.848756;0.874286;-0.18416;0.0812721;-0.872791;0.236749;0.0600707;0.144876;+1;0;0;0;0

1;0.917505;0.976119;0.900953;-0.0772746;0.307421;0.0812721;-0.872791;0.236749;0.0600707;-1;0;0;0;0

0.970443;0.945674;0.954229;0.878095;-0.0956189;0.0883392;0.307421;0.0812721;-0.872791;0.236749;+1;0;0;0;0

0.974384;0.929577;0.974129;0.931429;-0.328585;0.208481;0.0883392;0.307421;0.0812721;-0.872791;-1;0;0;0;0

0.962561;0.901408;0.954229;0.872381;-0.593379;0.151943;0.208481;0.0883392;0.307421;0.0812721;+1;0;0;0;0

0.970443;0.901408;0.974129;0.864762;-0.862071;0.222615;0.151943;0.208481;0.0883392;0.307421;-1;0;0;0;0

0.881773;0.816901;0.900497;0.849524;-0.365542;-0.123675;0.222615;0.151943;0.208481;0.0883392;+1;0;0;0;0

0.940886;0.841046;0.832836;0.725715;-0.631972;0.40636;-0.123675;0.222615;0.151943;0.208481;-1;0;0;0;0

0.846305;0.818914;0.848756;0.826667;-0.564687;-0.144876;0.40636;-0.123675;0.222615;0.151943;+1;0;0;0;0

0.860098;0.792756;0.810945;0.710476;-0.563947;0.243816;-0.144876;0.40636;-0.123675;0.222615;+1;0;0;0;0

0.903448;0.806841;0.816915;0.767619;-0.507503;0.349823;0.243816;-0.144876;0.40636;-0.123675;-1;0;0;0;0

0.891625;0.837022;0.908458;0.798095;-0.423263;0.151943;0.349823;0.243816;-0.144876;0.40636;-1;0;0;0;0

0.869951;0.780684;0.824875;0.798095;-0.636698;0.116608;0.151943;0.349823;0.243816;-0.144876;-1;0;0;0;0

0.812808;0.744467;0.795025;0.777143;-0.502621;-0.0106007;0.116608;0.151943;0.349823;0.243816;-1;0;0;0;0

0.802956;0.672032;0.735323;0.64381;-0.805246;0.159011;-0.0106007;0.116608;0.151943;0.349823;+1;0;0;0;0

0.850246;0.714286;0.799005;0.712381;-0.654661;0.363958;0.159011;-0.0106007;0.116608;0.151943;-1;0;0;0;0

0.783251;0.726358;0.800995;0.72;-0.736796;-0.0459364;0.363958;0.159011;-0.0106007;0.116608;+1;0;0;0;0

0.812808;0.694165;0.795025;0.685714;-0.426914;0.300353;-0.0459364;0.363958;0.159011;-0.0106007;-1;0;0;0;0

0.802956;0.704225;0.810945;0.710476;-0.618353;0.159011;0.300353;-0.0459364;0.363958;0.159011;-1;0;0;0;0

0.769458;0.682093;0.779104;0.704762;-1;0.074205;0.159011;0.300353;-0.0459364;0.363958;+1;0;0;0;0

0.82069;0.676056;0.761194;0.712381;-0.658738;0.378092;0.074205;0.159011;0.300353;-0.0459364;-1;0;0;0;0

0.73399;0.692153;0.751244;0.695238;-0.700757;-0.116608;0.378092;0.074205;0.159011;0.300353;+1;0;0;0;0

0.753695;0.627767;0.699502;0.645715;-0.564821;0.265018;-0.116608;0.378092;0.074205;0.159011;-1;0;0;0;0

0.718227;0.647887;0.707462;0.611429;-0.454285;0.0671378;0.265018;-0.116608;0.378092;0.074205;-1;0;0;0;0

0.566502;0.577465;0.578109;0.622857;-0.339381;-0.349823;0.0671378;0.265018;-0.116608;0.378092;-1;0;0;0;0

0.540887;0.48491;0.556219;0.495238;-0.384133;0.102474;-0.349823;0.0671378;0.265018;-0.116608;-1;0;0;0;0

0.485714;0.428571;0.490547;0.436191;-0.570421;-0.00353354;0.102474;-0.349823;0.0671378;0.265018;-1;0;0;0;0

0.381281;0.366197;0.363184;0.388572;1;-0.180212;-0.00353354;0.102474;-0.349823;0.0671378;+1;0;0;0;0

0.418719;0.293763;0.373134;0.285714;-0.0213233;0.328622;-0.180212;-0.00353354;0.102474;-0.349823;-1;0;0;0;0

0.341872;0.269618;0.355224;0.321905;-0.452986;-0.0812721;0.328622;-0.180212;-0.00353354;0.102474;-1;0;0;0;0

0.330049;0.22334;0.323383;0.255238;-0.342539;0.151943;-0.0812721;0.328622;-0.180212;-0.00353354;-1;0;0;0;0

0.300492;0.203219;0.293532;0.213333;-0.274672;0.0883392;0.151943;-0.0812721;0.328622;-0.180212;-1;0;0;0;0

0.225616;0.156942;0.22587;0.207619;-0.387067;-0.0742049;0.0883392;0.151943;-0.0812721;0.328622;+1;0;0;0;0

0.229557;0.118712;0.21393;0.150476;-0.521794;0.208481;-0.0742049;0.0883392;0.151943;-0.0812721;-1;0;0;0;0

0.20197;0.1167;0.20995;0.121905;-0.771939;0.0954064;0.208481;-0.0742049;0.0883392;0.151943;-1;0;0;0;0

0.192118;0.0704224;0.176119;0.127619;-0.564127;0.159011;0.0954064;0.208481;-0.0742049;0.0883392;-1;0;0;0;0

0.140887;0.0362172;0.152239;0.0876192;-0.536353;0.0106007;0.159011;0.0954064;0.208481;-0.0742049;-1;0;0;0;0

0.133005;0.0281691;0.130348;0.0742859;-0.679434;0.166078;0.0106007;0.159011;0.0954064;0.208481;+1;0;0;0;0

0.142857;0.0140846;0.114428;0.057143;-0.688281;0.229682;0.166078;0.0106007;0.159011;0.0954064;+1;0;0;0;0

0.198029;0.0543259;0.160199;0.0609522;-0.381266;0.392226;0.229682;0.166078;0.0106007;0.159011;+1;0;0;0;0

0.270936;0.191147;0.18607;0.131429;-0.084666;0.45583;0.392226;0.229682;0.166078;0.0106007;-1;0;0;0;0

0.259113;0.169014;0.21592;0.209524;-0.544886;0.151943;0.45583;0.392226;0.229682;0.166078;+1;0;0;0;0

0.274877;0.146881;0.22587;0.167619;-0.40895;0.250883;0.151943;0.45583;0.392226;0.229682;+1;0;0;0;0

0.330049;0.171026;0.273632;0.184762;-0.858375;0.392226;0.250883;0.151943;0.45583;0.392226;-1;0;0;0;0

0.29064;0.219316;0.287562;0.232381;-0.452224;0.0530036;0.392226;0.250883;0.151943;0.45583;-1;0;0;0;0

0.241379;0.120724;0.22587;0.179048;-0.73646;0.0176679;0.0530036;0.392226;0.250883;0.151943;+1;0;0;0;0

