101.4;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-0.679638;0.301357;-0.518552;-0.377376;-0.431674;-1;0;0;0;0

101;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-0.679638;0.301357;-0.518552;-0.377376;+1;0;0;0;0

102.79;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-0.679638;0.301357;-0.518552;+1;0;0;0;0

105.85;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-0.679638;0.301357;-1;0;0;0;0

105;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-0.679638;-1;0;0;0;0

103.8;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-0.531222;-1;0;0;0;0

101.8;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;0.475113;-1;0;0;0;0

98;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-0.0135747;-1;0;0;0;0

94.9;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-0.493213;-1;0;0;0;0

92;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-0.0986426;-1;0;0;0;0

91.99;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-0.136652;-1;0;0;0;0

91;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;0.040724;-1;0;0;0;0

90;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-0.556561;+1;0;0;0;0

91;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;0.554751;-1;0;0;0;0

86.25;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;0.0153846;+1;0;0;0;0

87.49;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;-0.21267;-1;0;0;0;0

86.7;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;0.18371;+1;0;0;0;0

93;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;0.413575;+1;0;0;0;0

96.5;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-0.294118;-1;0;0;0;0

93.47;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-0.357466;-1;0;0;0;0

90.33;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;-0.502262;-1;0;0;0;0

87.32;-0.685068;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;-0.828054;+1;0;0;0;0

90.2;0.380995;-0.685068;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-0.701357;+1;0;0;0;0

92;0.18552;0.380995;-0.685068;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-0.665158;-1;0;0;0;0

90.54;-0.404525;0.18552;0.380995;-0.685068;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-0.142081;-1;0;0;0;0

90.5;-0.147511;-0.404525;0.18552;0.380995;-0.685068;-0.708597;-0.688688;0.493213;1;-0.283258;0.0841629;-1;0.040724;-0.321267;-0.319457;-1;0;0;0;0

