49.3;0.777004;0.132404;-0.522648;-0.167247;0.198606;-1;0;0;0;0

49;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;-1;0;0;0;0

49;0.010453;-0.0940766;0.777004;0.132404;-0.522648;+1;0;0;0;0

50;0.358885;0.010453;-0.0940766;0.777004;0.132404;-1;0;0;0;0

49.6;-0.12892;0.358885;0.010453;-0.0940766;0.777004;+1;0;0;0;0

51;0.498258;-0.12892;0.358885;0.010453;-0.0940766;-1;0;0;0;0

50.31;-0.229965;0.498258;-0.12892;0.358885;0.010453;-1;0;0;0;0

50;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;+1;0;0;0;0

52;0.707317;-0.0975609;-0.229965;0.498258;-0.12892;-1;0;0;0;0

50.9;-0.372822;0.707317;-0.0975609;-0.229965;0.498258;-1;0;0;0;0

50.1;-0.268293;-0.372822;0.707317;-0.0975609;-0.229965;-1;0;0;0;0

49.5;-0.198606;-0.268293;-0.372822;0.707317;-0.0975609;+1;0;0;0;0

50;0.184669;-0.198606;-0.268293;-0.372822;0.707317;+1;0;0;0;0

51.1;0.393728;0.184669;-0.198606;-0.268293;-0.372822;-1;0;0;0;0

48.2;-1;0.393728;0.184669;-0.198606;-0.268293;+1;0;0;0;0

49;0.289199;-1;0.393728;0.184669;-0.198606;-1;0;0;0;0

46.29;-0.933798;0.289199;-1;0.393728;0.184669;-1;0;0;0;0

45.45;-0.28223;-0.933798;0.289199;-1;0.393728;+1;0;0;0;0

46;0.202091;-0.28223;-0.933798;0.289199;-1;-1;0;0;0;0

45.1;-0.303136;0.202091;-0.28223;-0.933798;0.289199;-1;0;0;0;0

43.3;-0.616725;-0.303136;0.202091;-0.28223;-0.933798;-1;0;0;0;0

42.6;-0.233449;-0.616725;-0.303136;0.202091;-0.28223;+1;0;0;0;0

44.27;0.592335;-0.233449;-0.616725;-0.303136;0.202091;-1;0;0;0;0

44.12;-0.0418118;0.592335;-0.233449;-0.616725;-0.303136;+1;0;0;0;0

44.4;0.108014;-0.0418118;0.592335;-0.233449;-0.616725;-1;0;0;0;0

44;-0.12892;0.108014;-0.0418118;0.592335;-0.233449;-1;0;0;0;0

43;-0.337979;-0.12892;0.108014;-0.0418118;0.592335;-1;0;0;0;0

42;-0.337979;-0.337979;-0.12892;0.108014;-0.0418118;+1;0;0;0;0

