11.58;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-0.0434783;-0.26087;-0.347826;-0.15942;-0.0869565;-1;0;0;0;0

11.55;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-0.0434783;-0.26087;-0.347826;-0.15942;+1;0;0;0;0

11.8;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-0.0434783;-0.26087;-0.347826;+1;0;0;0;0

12.6;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-0.0434783;-0.26087;+1;0;0;0;0

12.69;-0.0289855;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-0.0434783;-1;0;0;0;0

12.63;-0.246377;-0.0289855;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;0.0144927;-1;0;0;0;0

12.31;-0.623188;-0.246377;-0.0289855;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-0.521739;-1;0;0;0;0

12.28;-0.202899;-0.623188;-0.246377;-0.0289855;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-0.594203;-1;0;0;0;0

12.05;-0.492754;-0.202899;-0.623188;-0.246377;-0.0289855;1;0.202899;-0.202899;0.0289855;-0.0869565;-0.84058;0.101449;0.0434782;-0.594203;-0.15942;0.492754;0.405797;0.26087;-0.492754;-0.0144928;-1;0;0;0;0

