980;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-0.0287494;0.305702;0.329899;0.401294;0.521322;-1;0;0;0;0

976;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-0.0287494;0.305702;0.329899;0.401294;+1;0;0;0;0

977;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-0.0287494;0.305702;0.329899;+1;0;0;0;0

984;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-0.0287494;0.305702;+1;0;0;0;0

1001;0.449449;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-0.0287494;+1;0;0;0;0

1003;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;0.23287;-1;0;0;0;0

999;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;0.0658841;-1;0;0;0;0

983.01;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-0.939866;+1;0;0;0;0

985;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;0.521322;-0.269286;-1;0;0;0;0

950;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;0.521322;+1;0;0;0;0

955;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;-0.0536655;-1;0;0;0;0

925.01;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;0.0661236;+1;0;0;0;0

936;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;0.209871;+1;0;0;0;0

945;0.257786;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;0.449449;-1;0;0;0;0

916;-0.652611;0.257786;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;0.0900815;+1;0;0;0;0

953;0.928606;-0.652611;0.257786;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;-0.0536655;-1;0;0;0;0

938;-0.317202;0.928606;-0.652611;0.257786;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-0.34092;+1;0;0;0;0

975;0.928606;-0.317202;0.928606;-0.652611;0.257786;0.305462;-0.67633;0.161955;-0.796358;0.0898419;-1;0;0;0;0

961;-0.293244;0.928606;-0.317202;0.928606;-0.652611;0.257786;0.305462;-0.67633;0.161955;-0.796358;-1;0;0;0;0

945;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-0.652611;0.257786;0.305462;-0.67633;0.161955;-1;0;0;0;0

915;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-0.652611;0.257786;0.305462;-0.67633;+1;0;0;0;0

930.01;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-0.652611;0.257786;0.305462;+1;0;0;0;0

962;0.808577;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-0.652611;0.257786;+1;0;0;0;0

982.51;0.533541;0.808577;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-0.652611;-1;0;0;0;0

950;-0.736703;0.533541;0.808577;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;0.928606;-1;0;0;0;0

922.99;-0.604935;-0.736703;0.533541;0.808577;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-0.317202;-1;0;0;0;0

915;-0.149257;-0.604935;-0.736703;0.533541;0.808577;0.401773;-0.676569;-0.34116;-0.293244;0.928606;-1;0;0;0;0

900;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;0.808577;0.401773;-0.676569;-0.34116;-0.293244;-1;0;0;0;0

882;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;0.808577;0.401773;-0.676569;-0.34116;-1;0;0;0;0

850;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;0.808577;0.401773;-0.676569;-1;0;0;0;0

806.5;-1;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;0.808577;0.401773;-1;0;0;0;0

804;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;0.808577;+1;0;0;0;0

830;0.665069;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;0.533541;+1;0;0;0;0

835;0.161955;0.665069;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;-0.736703;+1;0;0;0;0

846.5;0.317681;0.161955;0.665069;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-0.149257;-0.604935;+1;0;0;0;0

857.99;0.317441;0.317681;0.161955;0.665069;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-0.149257;+1;0;0;0;0

860.5;0.1023;0.317441;0.317681;0.161955;0.665069;-0.0177288;-1;-0.724485;-0.389075;-0.317202;-1;0;0;0;0

849;-0.233349;0.1023;0.317441;0.317681;0.161955;0.665069;-0.0177288;-1;-0.724485;-0.389075;-1;0;0;0;0

843;-0.101581;-0.233349;0.1023;0.317441;0.317681;0.161955;0.665069;-0.0177288;-1;-0.724485;-1;0;0;0;0

840;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;0.317681;0.161955;0.665069;-0.0177288;-1;+1;0;0;0;0

854;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;0.317681;0.161955;0.665069;-0.0177288;+1;0;0;0;0

890;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;0.317681;0.161955;0.665069;+1;0;0;0;0

900.01;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;0.317681;0.161955;+1;0;0;0;0

939.99;1;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;0.317681;+1;0;0;0;0

943;0.114279;1;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;0.317441;-1;0;0;0;0

920;-0.508864;0.114279;1;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;0.1023;-1;0;0;0;0

907;-0.269286;-0.508864;0.114279;1;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-0.233349;+1;0;0;0;0

910;0.114039;-0.269286;-0.508864;0.114279;1;0.281984;0.904648;0.377575;-0.0297077;-0.101581;-1;0;0;0;0

895;-0.317202;0.114039;-0.269286;-0.508864;0.114279;1;0.281984;0.904648;0.377575;-0.0297077;+1;0;0;0;0

900;0.161955;-0.317202;0.114039;-0.269286;-0.508864;0.114279;1;0.281984;0.904648;0.377575;-1;0;0;0;0

885;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-0.508864;0.114279;1;0.281984;0.904648;+1;0;0;0;0

888;0.114039;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-0.508864;0.114279;1;0.281984;-1;0;0;0;0

868;-0.436991;0.114039;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-0.508864;0.114279;1;-1;0;0;0;0

862;-0.101581;-0.436991;0.114039;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-0.508864;0.114279;+1;0;0;0;0

863;0.0661236;-0.101581;-0.436991;0.114039;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-0.508864;+1;0;0;0;0

883;0.521322;0.0661236;-0.101581;-0.436991;0.114039;-0.317202;0.161955;-0.317202;0.114039;-0.269286;-1;0;0;0;0

872;-0.22137;0.521322;0.0661236;-0.101581;-0.436991;0.114039;-0.317202;0.161955;-0.317202;0.114039;-1;0;0;0;0

