19.3;-0.290598;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.285106;-0.293617;-0.455319;0.225532;-0.455319;-0.0588235;-0.149321;0.466063;-0.674208;-0.737557;-0.0859729;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.23913;-0.630435;0.456522;0.0217391;0.184783;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;0.0392157;-0.745098;0.215686;-0.372549;-0.176471;+1;0;0;0;0

19.4;-0.034188;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.285106;-0.293617;-0.455319;0.225532;-0.420814;-0.0588235;-0.149321;0.466063;-0.674208;-0.737557;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.23913;-0.630435;0.456522;0.0217391;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;0.0392157;-0.745098;0.215686;-0.372549;-1;0;0;0;0

19.14;-0.34188;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.285106;-0.293617;-0.455319;0.303167;-0.420814;-0.0588235;-0.149321;0.466063;-0.674208;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.23913;-0.630435;0.456522;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;0.0392157;-0.745098;0.215686;+1;0;0;0;0

19.2;-0.0683761;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.285106;-0.293617;-0.420814;0.303167;-0.420814;-0.0588235;-0.149321;0.466063;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.23913;-0.630435;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;0.0392157;-0.745098;+1;0;0;0;0

19.6;0.222222;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.285106;-0.248869;-0.420814;0.303167;-0.420814;-0.0588235;-0.149321;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.23913;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;0.0392157;-1;0;0;0;0

19.6;-0.119658;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.114894;-0.239819;-0.248869;-0.420814;0.303167;-0.420814;-0.0588235;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;0.0760869;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;-0.558824;+1;0;0;0;0

19.8;0.0512821;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.404255;0.18552;-0.239819;-0.248869;-0.420814;0.303167;-0.420814;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.195652;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-0.127451;+1;0;0;0;0

19.91;-0.025641;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.293617;-0.366516;0.18552;-0.239819;-0.248869;-0.420814;0.303167;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.23913;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-0.176471;-1;0;0;0;0

19.2;-0.726496;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.0723404;0.375566;-0.366516;0.18552;-0.239819;-0.248869;-0.420814;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.565217;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;-0.27451;-1;0;0;0;0

18.5;-0.717949;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.0723404;0.140271;0.375566;-0.366516;0.18552;-0.239819;-0.248869;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.195652;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-0.392157;+1;0;0;0;0

19;0.307692;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0212766;0.140271;0.140271;0.375566;-0.366516;0.18552;-0.239819;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.76087;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;0.431373;-1;0;0;0;0

19;-0.119658;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.114894;0.0859729;0.140271;0.140271;0.375566;-0.366516;0.18552;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.282609;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;0.0196078;-1;0;0;0;0

18.71;-0.367521;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.012766;-0.0588235;0.0859729;0.140271;0.140271;0.375566;-0.366516;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.195652;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;0.362745;+1;0;0;0;0

18.9;0.0427351;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.0468085;0.0769231;-0.0588235;0.0859729;0.140271;0.140271;0.375566;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.141304;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;0.352941;+1;0;0;0;0

19.15;0.0940171;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.113122;0.0769231;-0.0588235;0.0859729;0.140271;0.140271;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.48913;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;-0.0196079;-1;0;0;0;0

18.6;-0.589744;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0.113122;0.0769231;-0.0588235;0.0859729;0.140271;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;0.0978261;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;-0.117647;+1;0;0;0;0

18.75;0.00854703;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;-0.0297872;-0.239819;-1;0.113122;0.0769231;-0.0588235;0.0859729;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.684783;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;0.313726;+1;0;0;0;0

19.06;0.145299;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.33617;0.0316742;-0.239819;-1;0.113122;0.0769231;-0.0588235;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.608696;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;0.352941;+1;0;0;0;0

19.4;0.17094;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.0638298;-0.294118;0.0316742;-0.239819;-1;0.113122;0.0769231;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.76087;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;0.362745;-1;0;0;0;0

19;-0.461538;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.225532;-0.00452489;-0.294118;0.0316742;-0.239819;-1;0.113122;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;0.0217391;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-0.22549;+1;0;0;0;0

19.4;0.222222;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.114894;0.303167;-0.00452489;-0.294118;0.0316742;-0.239819;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.130435;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;0.264706;-1;0;0;0;0

18.95;-0.504273;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.0553192;-0.0588235;0.303167;-0.00452489;-0.294118;0.0316742;-0.239819;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.304348;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;-0.470588;+1;0;0;0;0

19.5;0.350427;-0.497872;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;-0.0212766;0.122172;-0.0588235;0.303167;-0.00452489;-0.294118;0.0316742;-0.0869566;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.565217;-0.372549;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;1;+1;0;0;0;0

19.66;0.017094;0.353192;-0.497872;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.719149;0.040724;0.122172;-0.0588235;0.303167;-0.00452489;-0.294118;0.23913;-0.0869566;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.304348;0.411765;-0.372549;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;0.0686274;-1;0;0;0;0

19.24;-0.478632;0.0212766;0.353192;-0.497872;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.710638;-0.701357;0.040724;0.122172;-0.0588235;0.303167;-0.00452489;-0.152174;0.23913;-0.0869566;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.0978261;-0.372549;0.411765;-0.372549;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;-0.0784314;-1;0;0;0;0

18.49;-0.760684;-0.47234;0.0212766;0.353192;-0.497872;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.310638;-0.692308;-0.701357;0.040724;0.122172;-0.0588235;0.303167;0.195652;-0.152174;0.23913;-0.0869566;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.0869566;-0.186275;-0.372549;0.411765;-0.372549;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;0.313726;+1;0;0;0;0

18.75;0.102564;-0.753192;-0.47234;0.0212766;0.353192;-0.497872;0.225532;-0.455319;0.174468;0.148936;0.012766;-0.582979;0.0978724;0.0468085;-0.361702;-0.114894;0.393665;-0.692308;-0.701357;0.040724;0.122172;-0.0588235;0.565217;0.195652;-0.152174;0.23913;-0.0869566;-1;0.336957;0.293478;0.130435;0.304348;0.369565;0.369565;0.652174;-0.23913;0.423913;-0.176471;-0.186275;-0.372549;0.411765;-0.372549;0.0196078;-0.0784314;0.588235;-0.647059;-0.715686;-0.00980394;0.343137;-0.22549;-0.27451;-0.352941;0.588235;-0.27451;0.411765;0.117647;-0.27451;-0.0294118;0.117647;-0.666667;+1;0;0;0;0

