96.19;1;0.865684;0.735158;0.77979;0.838737;-1;0;0;0;0

95.24;0.804632;1;0.865684;0.735158;0.77979;+1;0;0;0;0

95.61;0.860211;0.804632;1;0.865684;0.735158;+1;0;0;0;0

96.6;0.886316;0.860211;0.804632;1;0.865684;+1;0;0;0;0

97;0.861474;0.886316;0.860211;0.804632;1;+1;0;0;0;0

98.4;0.903579;0.861474;0.886316;0.860211;0.804632;-1;0;0;0;0

98.05;0.829895;0.903579;0.861474;0.886316;0.860211;-1;0;0;0;0

97.7;0.829895;0.829895;0.903579;0.861474;0.886316;-1;0;0;0;0

96.2;0.781474;0.829895;0.829895;0.903579;0.861474;-1;0;0;0;0

92.5;0.688842;0.781474;0.829895;0.829895;0.903579;-1;0;0;0;0

90.36;0.754526;0.688842;0.781474;0.829895;0.829895;-1;0;0;0;0

88;0.745263;0.754526;0.688842;0.781474;0.829895;-1;0;0;0;0

85.7;0.74779;0.745263;0.754526;0.688842;0.781474;+1;0;0;0;0

86.5;0.878316;0.74779;0.745263;0.754526;0.688842;-1;0;0;0;0

42.69;-1;0.878316;0.74779;0.745263;0.754526;-1;0;0;0;0

42;0.815579;-1;0.878316;0.74779;0.745263;+1;0;0;0;0

43;0.886737;0.815579;-1;0.878316;0.74779;+1;0;0;0;0

45.2;0.937263;0.886737;0.815579;-1;0.878316;+1;0;0;0;0

46.39;0.894737;0.937263;0.886737;0.815579;-1;-1;0;0;0;0

45.8;0.819789;0.894737;0.937263;0.886737;0.815579;-1;0;0;0;0

44.3;0.781474;0.819789;0.894737;0.937263;0.886737;-1;0;0;0;0

44.04;0.833684;0.781474;0.819789;0.894737;0.937263;+1;0;0;0;0

44.79;0.876211;0.833684;0.781474;0.819789;0.894737;-1;0;0;0;0

44;0.811368;0.876211;0.833684;0.781474;0.819789;-1;0;0;0;0

43.15;0.808842;0.811368;0.876211;0.833684;0.781474;-1;0;0;0;0

42.15;0.802526;0.808842;0.811368;0.876211;0.833684;-1;0;0;0;0

40.2;0.762526;0.802526;0.808842;0.811368;0.876211;-1;0;0;0;0

39.9;0.832;0.762526;0.802526;0.808842;0.811368;-1;0;0;0;0

39.9;0.844632;0.832;0.762526;0.802526;0.808842;-1;0;0;0;0

38.41;0.781895;0.844632;0.832;0.762526;0.802526;-1;0;0;0;0

37.1;0.789474;0.781895;0.844632;0.832;0.762526;+1;0;0;0;0

37.86;0.876632;0.789474;0.781895;0.844632;0.832;+1;0;0;0;0

39.6;0.917895;0.876632;0.789474;0.781895;0.844632;-1;0;0;0;0

38.67;0.805474;0.917895;0.876632;0.789474;0.781895;-1;0;0;0;0

38.4;0.833263;0.805474;0.917895;0.876632;0.789474;+1;0;0;0;0

40.5;0.933053;0.833263;0.805474;0.917895;0.876632;+1;0;0;0;0

41.19;0.873684;0.933053;0.833263;0.805474;0.917895;+1;0;0;0;0

41.69;0.865684;0.873684;0.933053;0.833263;0.805474;+1;0;0;0;0

42.25;0.868211;0.865684;0.873684;0.933053;0.833263;-1;0;0;0;0

41.15;0.798316;0.868211;0.865684;0.873684;0.933053;+1;0;0;0;0

42.09;0.884211;0.798316;0.868211;0.865684;0.873684;+1;0;0;0;0

43.69;0.912;0.884211;0.798316;0.868211;0.865684;+1;0;0;0;0

44.08;0.861053;0.912;0.884211;0.798316;0.868211;+1;0;0;0;0

45.13;0.888842;0.861053;0.912;0.884211;0.798316;+1;0;0;0;0

45.2;0.847579;0.888842;0.861053;0.912;0.884211;-1;0;0;0;0

44.16;0.800842;0.847579;0.888842;0.861053;0.912;-1;0;0;0;0

43.9;0.833684;0.800842;0.847579;0.888842;0.861053;-1;0;0;0;0

43.72;0.837053;0.833684;0.800842;0.847579;0.888842;+1;0;0;0;0

43.95;0.854316;0.837053;0.833684;0.800842;0.847579;+1;0;0;0;0

44.14;0.852632;0.854316;0.837053;0.833684;0.800842;-1;0;0;0;0

43.68;0.825263;0.852632;0.854316;0.837053;0.833684;-1;0;0;0;0

42.8;0.807579;0.825263;0.852632;0.854316;0.837053;-1;0;0;0;0

42.76;0.842947;0.807579;0.825263;0.852632;0.854316;-1;0;0;0;0

41.3;0.783158;0.842947;0.807579;0.825263;0.852632;+1;0;0;0;0

41.38;0.848;0.783158;0.842947;0.807579;0.825263;+1;0;0;0;0

43.72;0.943158;0.848;0.783158;0.842947;0.807579;-1;0;0;0;0

41.96;0.770526;0.943158;0.848;0.783158;0.842947;-1;0;0;0;0

41.2;0.812632;0.770526;0.943158;0.848;0.783158;+1;0;0;0;0

42.1;0.882526;0.812632;0.770526;0.943158;0.848;+1;0;0;0;0

43.12;0.887579;0.882526;0.812632;0.770526;0.943158;-1;0;0;0;0

42.51;0.818947;0.887579;0.882526;0.812632;0.770526;+1;0;0;0;0

42.75;0.854737;0.818947;0.887579;0.882526;0.812632;+1;0;0;0;0

44.01;0.897684;0.854737;0.818947;0.887579;0.882526;-1;0;0;0;0

43.3;0.814737;0.897684;0.854737;0.818947;0.887579;+1;0;0;0;0

43.4;0.848842;0.814737;0.897684;0.854737;0.818947;+1;0;0;0;0

44.17;0.877053;0.848842;0.814737;0.897684;0.854737;+1;0;0;0;0

44.71;0.867368;0.877053;0.848842;0.814737;0.897684;+1;0;0;0;0

45.64;0.883789;0.867368;0.877053;0.848842;0.814737;-1;0;0;0;0

44.9;0.813474;0.883789;0.867368;0.877053;0.848842;-1;0;0;0;0

44.44;0.825263;0.813474;0.883789;0.867368;0.877053;-1;0;0;0;0

43.52;0.805895;0.825263;0.813474;0.883789;0.867368;-1;0;0;0;0

42.95;0.820632;0.805895;0.825263;0.813474;0.883789;-1;0;0;0;0

42;0.804632;0.820632;0.805895;0.825263;0.813474;-1;0;0;0;0

41.3;0.815158;0.804632;0.820632;0.805895;0.825263;-1;0;0;0;0

40.86;0.826105;0.815158;0.804632;0.820632;0.805895;+1;0;0;0;0

41.5;0.871579;0.826105;0.815158;0.804632;0.820632;-1;0;0;0;0

41.5;0.844632;0.871579;0.826105;0.815158;0.804632;-1;0;0;0;0

41.45;0.842526;0.844632;0.871579;0.826105;0.815158;-1;0;0;0;0

41.21;0.834526;0.842526;0.844632;0.871579;0.826105;-1;0;0;0;0

40.48;0.813895;0.834526;0.842526;0.844632;0.871579;-1;0;0;0;0

