36.95;-0.261391;0.410072;-0.0695443;+1;0;0;0;0

37.49;0.405276;-0.261391;0.410072;+1;0;0;0;0

37.51;0.155875;0.405276;-0.261391;+1;0;0;0;0

38.25;0.501199;0.155875;0.405276;-1;0;0;0;0

37.8;-0.0695443;0.501199;0.155875;+1;0;0;0;0

38.69;0.573142;-0.0695443;0.501199;+1;0;0;0;0

38.99;0.290168;0.573142;-0.0695443;-1;0;0;0;0

36.6;-1;0.290168;0.573142;-1;0;0;0;0

35.84;-0.218225;-1;0.290168;-1;0;0;0;0

35;-0.256595;-0.218225;-1;-1;0;0;0;0

34.65;-0.0215827;-0.256595;-0.218225;-1;0;0;0;0

33.2;-0.549161;-0.0215827;-0.256595;-1;0;0;0;0

32;-0.429257;-0.549161;-0.0215827;+1;0;0;0;0

33;0.625899;-0.429257;-0.549161;-1;0;0;0;0

31.5;-0.573141;0.625899;-0.429257;-1;0;0;0;0

31.5;0.146283;-0.573141;0.625899;-1;0;0;0;0

30.45;-0.357314;0.146283;-0.573141;+1;0;0;0;0

31.6;0.697842;-0.357314;0.146283;+1;0;0;0;0

32;0.33813;0.697842;-0.357314;-1;0;0;0;0

32;0.146283;0.33813;0.697842;-1;0;0;0;0

29.9;-0.860911;0.146283;0.33813;+1;0;0;0;0

30.25;0.314149;-0.860911;0.146283;+1;0;0;0;0

31.75;0.865707;0.314149;-0.860911;+1;0;0;0;0

31.8;0.170264;0.865707;0.314149;-1;0;0;0;0

30.4;-0.52518;0.170264;0.865707;+1;0;0;0;0

31;0.434053;-0.52518;0.170264;-1;0;0;0;0

30.29;-0.194245;0.434053;-0.52518;-1;0;0;0;0

29.99;0.00239811;-0.194245;0.434053;-1;0;0;0;0

29.2;-0.232614;0.00239811;-0.194245;-1;0;0;0;0

27.7;-0.573141;-0.232614;0.00239811;-1;0;0;0;0

27.15;-0.117506;-0.573141;-0.232614;+1;0;0;0;0

27.31;0.223022;-0.117506;-0.573141;+1;0;0;0;0

28.7;0.81295;0.223022;-0.117506;-1;0;0;0;0

27.38;-0.486811;0.81295;0.223022;-1;0;0;0;0

26.96;-0.0551558;-0.486811;0.81295;+1;0;0;0;0

27.49;0.40048;-0.0551558;-0.486811;-1;0;0;0;0

26.64;-0.261391;0.40048;-0.0551558;+1;0;0;0;0

27;0.318945;-0.261391;0.40048;-1;0;0;0;0

26.4;-0.141487;0.318945;-0.261391;-1;0;0;0;0

26.25;0.0743406;-0.141487;0.318945;-1;0;0;0;0

26.22;0.131895;0.0743406;-0.141487;+1;0;0;0;0

28;1;0.131895;0.0743406;-1;0;0;0;0

27.8;0.0503597;1;0.131895;+1;0;0;0;0

28.3;0.386091;0.0503597;1;+1;0;0;0;0

28.94;0.453237;0.386091;0.0503597;-1;0;0;0;0

27.7;-0.448441;0.453237;0.386091;+1;0;0;0;0

27.9;0.242206;-0.448441;0.453237;-1;0;0;0;0

27.46;-0.0647482;0.242206;-0.448441;-1;0;0;0;0

27.44;0.136691;-0.0647482;0.242206;+1;0;0;0;0

27.52;0.184652;0.136691;-0.0647482;-1;0;0;0;0

27.4;0.088729;0.184652;0.136691;-1;0;0;0;0

26.85;-0.117506;0.088729;0.184652;-1;0;0;0;0

26.6;0.0263789;-0.117506;0.088729;+1;0;0;0;0

26.61;0.151079;0.0263789;-0.117506;+1;0;0;0;0

27;0.333333;0.151079;0.0263789;+1;0;0;0;0

28.3;0.769784;0.333333;0.151079;-1;0;0;0;0

27.6;-0.189448;0.769784;0.333333;-1;0;0;0;0

27.35;0.0263789;-0.189448;0.769784;+1;0;0;0;0

27.8;0.36211;0.0263789;-0.189448;-1;0;0;0;0

27.77;0.131895;0.36211;0.0263789;+1;0;0;0;0

28.6;0.544365;0.131895;0.36211;+1;0;0;0;0

29.2;0.434053;0.544365;0.131895;-1;0;0;0;0

29;0.0503597;0.434053;0.544365;-1;0;0;0;0

28.6;-0.0455635;0.0503597;0.434053;+1;0;0;0;0

28.85;0.266187;-0.0455635;0.0503597;+1;0;0;0;0

29;0.218225;0.266187;-0.0455635;-1;0;0;0;0

29;0.146283;0.218225;0.266187;+1;0;0;0;0

29.5;0.386091;0.146283;0.218225;-1;0;0;0;0

29.19;-0.00239805;0.386091;0.146283;+1;0;0;0;0

29.2;0.151079;-0.00239805;0.386091;-1;0;0;0;0

28.8;-0.0455635;0.151079;-0.00239805;-1;0;0;0;0

28.72;0.107914;-0.0455635;0.151079;-1;0;0;0;0

28.4;-0.00719421;0.107914;-0.0455635;-1;0;0;0;0

27.98;-0.0551558;-0.00719421;0.107914;+1;0;0;0;0

29;0.635492;-0.0551558;-0.00719421;+1;0;0;0;0

29.38;0.328537;0.635492;-0.0551558;+1;0;0;0;0

