49.3;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.414634;0.724739;0.254355;0.0801394;0.585366;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0350585;0.385643;-0.529215;0.33222;-0.469115;-1;-0.12945;-1;0;-1;+1;-1

49;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.414634;0.724739;0.254355;0.0801394;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0350585;0.385643;-0.529215;0.33222;-0.423948;-1;-1;0;+1;+1;-1

49;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.414634;0.724739;0.254355;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0350585;0.385643;-0.529215;0.352751;-0.423948;+1;0;-1;+1;-1

50;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.414634;0.724739;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0350585;0.385643;-0.482201;0.352751;-1;0;-1;+1;-1

49.6;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.414634;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0350585;0.404531;-0.482201;+1;0;+1;+1;-1

51;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.163763;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.235392;0.0647249;0.404531;-1;0;-1;+1;-1

50.31;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.202091;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.0918197;0.2589;0.0647249;-1;0;-1;+1;-1

50;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.473868;-0.15192;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.345576;0.119741;0.2589;+1;0;+1;+1;-1

52;0.707317;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.202091;-0.412354;-0.15192;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.248748;0.365696;0.119741;-1;0;-1;+1;-1

50.9;-0.372822;0.707317;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.512195;-0.15192;-0.412354;-0.15192;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.368948;-0.210356;0.365696;-1;0;-1;+1;-1

50.1;-0.268293;-0.372822;0.707317;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.0801394;-0.449082;-0.15192;-0.412354;-0.15192;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.499165;0.38835;-0.210356;-1;0;-1;+1;-1

49.5;-0.198606;-0.268293;-0.372822;0.707317;-0.0975609;-0.229965;0.498258;-0.12892;0.358885;0.010453;-0.0940766;0.777004;0.132404;-0.522648;-0.167247;0.198606;-0.390244;0.432056;0.425087;-0.341463;0.501742;-0.0243902;0.118531;-0.449082;-0.15192;-0.412354;-0.15192;-0.115192;0.439065;0.736227;0.285476;0.118531;0.602671;-1;-0.145242;0.245409;-0.445743;0.585977;-0.453074;0.38835;+1;0;-1;+1;-1

