19.3;-0.290598;-1;0.0468085;0.012766;-0.114894;+1;0;0;0;0

19.4;-0.034188;-0.285106;-1;0.0468085;0.012766;-1;0;0;0;0

19.14;-0.34188;-0.0297872;-0.285106;-1;0.0468085;+1;0;0;0;0

19.2;-0.0683761;-0.33617;-0.0297872;-0.285106;-1;+1;0;0;0;0

19.6;0.222222;-0.0638298;-0.33617;-0.0297872;-0.285106;-1;0;0;0;0

19.6;-0.119658;0.225532;-0.0638298;-0.33617;-0.0297872;+1;0;0;0;0

19.8;0.0512821;-0.114894;0.225532;-0.0638298;-0.33617;+1;0;0;0;0

19.91;-0.025641;0.0553192;-0.114894;0.225532;-0.0638298;-1;0;0;0;0

19.2;-0.726496;-0.0212766;0.0553192;-0.114894;0.225532;-1;0;0;0;0

18.5;-0.717949;-0.719149;-0.0212766;0.0553192;-0.114894;+1;0;0;0;0

19;0.307692;-0.710638;-0.719149;-0.0212766;0.0553192;-1;0;0;0;0

19;-0.119658;0.310638;-0.710638;-0.719149;-0.0212766;-1;0;0;0;0

18.71;-0.367521;-0.114894;0.310638;-0.710638;-0.719149;+1;0;0;0;0

18.9;0.0427351;-0.361702;-0.114894;0.310638;-0.710638;+1;0;0;0;0

19.15;0.0940171;0.0468085;-0.361702;-0.114894;0.310638;-1;0;0;0;0

18.6;-0.589744;0.0978724;0.0468085;-0.361702;-0.114894;+1;0;0;0;0

18.75;0.00854703;-0.582979;0.0978724;0.0468085;-0.361702;+1;0;0;0;0

19.06;0.145299;0.012766;-0.582979;0.0978724;0.0468085;+1;0;0;0;0

19.4;0.17094;0.148936;0.012766;-0.582979;0.0978724;-1;0;0;0;0

19;-0.461538;0.174468;0.148936;0.012766;-0.582979;+1;0;0;0;0

19.4;0.222222;-0.455319;0.174468;0.148936;0.012766;-1;0;0;0;0

18.95;-0.504273;0.225532;-0.455319;0.174468;0.148936;+1;0;0;0;0

19.5;0.350427;-0.497872;0.225532;-0.455319;0.174468;+1;0;0;0;0

19.66;0.017094;0.353192;-0.497872;0.225532;-0.455319;-1;0;0;0;0

19.24;-0.478632;0.0212766;0.353192;-0.497872;0.225532;-1;0;0;0;0

18.49;-0.760684;-0.47234;0.0212766;0.353192;-0.497872;+1;0;0;0;0

18.75;0.102564;-0.753192;-0.47234;0.0212766;0.353192;+1;0;0;0;0

19.21;0.273504;0.106383;-0.753192;-0.47234;0.0212766;+1;0;0;0;0

19.41;0.0512821;0.276596;0.106383;-0.753192;-0.47234;+1;0;0;0;0

19.5;-0.042735;0.0553192;0.276596;0.106383;-0.753192;-1;0;0;0;0

18.96;-0.581197;-0.0382979;0.0553192;0.276596;0.106383;-1;0;0;0;0

18.7;-0.34188;-0.574468;-0.0382979;0.0553192;0.276596;+1;0;0;0;0

19.5;0.564103;-0.33617;-0.574468;-0.0382979;0.0553192;-1;0;0;0;0

