5.1;0.14;-0.05;0.06;-0.14;-0.03;-0.42;0.24;0.10;0.15;-0.08;+1;0;0;0;0

5.3;0.20;0.14;-0.05;0.06;-0.14;-0.03;-0.42;0.24;0.10;0.15;+1;0;0;0;0

5.49;0.19;0.20;0.14;-0.05;0.06;-0.14;-0.03;-0.42;0.24;0.10;-1;0;0;0;0

5.37;-0.12;0.19;0.20;0.14;-0.05;0.06;-0.14;-0.03;-0.42;0.24;+1;0;0;0;0

5.5;0.13;-0.12;0.19;0.20;0.14;-0.05;0.06;-0.14;-0.03;-0.42;+1;0;0;0;0

5.59;0.09;0.13;-0.12;0.19;0.20;0.14;-0.05;0.06;-0.14;-0.03;-1;0;0;0;0

5.58;-0.01;0.09;0.13;-0.12;0.19;0.20;0.14;-0.05;0.06;-0.14;-1;0;0;0;0

5.45;-0.13;-0.01;0.09;0.13;-0.12;0.19;0.20;0.14;-0.05;0.06;-1;0;0;0;0

5.27;-0.18;-0.13;-0.01;0.09;0.13;-0.12;0.19;0.20;0.14;-0.05;+1;0;0;0;0

5.29;0.02;-0.18;-0.13;-0.01;0.09;0.13;-0.12;0.19;0.20;0.14;-1;0;0;0;0

5.26;-0.03;0.02;-0.18;-0.13;-0.01;0.09;0.13;-0.12;0.19;0.20;+1;0;0;0;0

5.31;0.05;-0.03;0.02;-0.18;-0.13;-0.01;0.09;0.13;-0.12;0.19;+1;0;0;0;0

5.4;0.09;0.05;-0.03;0.02;-0.18;-0.13;-0.01;0.09;0.13;-0.12;+1;0;0;0;0

5.75;0.35;0.09;0.05;-0.03;0.02;-0.18;-0.13;-0.01;0.09;0.13;+1;0;0;0;0

6.25;0.50;0.35;0.09;0.05;-0.03;0.02;-0.18;-0.13;-0.01;0.09;-1;0;0;0;0

6.02;-0.23;0.50;0.35;0.09;0.05;-0.03;0.02;-0.18;-0.13;-0.01;+1;0;0;0;0

6.1;0.08;-0.23;0.50;0.35;0.09;0.05;-0.03;0.02;-0.18;-0.13;+1;0;0;0;0

6.15;0.05;0.08;-0.23;0.50;0.35;0.09;0.05;-0.03;0.02;-0.18;-1;0;0;0;0

6.1;-0.05;0.05;0.08;-0.23;0.50;0.35;0.09;0.05;-0.03;0.02;-1;0;0;0;0

5.99;-0.11;-0.05;0.05;0.08;-0.23;0.50;0.35;0.09;0.05;-0.03;+1;0;0;0;0

6.09;0.10;-0.11;-0.05;0.05;0.08;-0.23;0.50;0.35;0.09;0.05;+1;0;0;0;0

6.13;0.04;0.10;-0.11;-0.05;0.05;0.08;-0.23;0.50;0.35;0.09;+1;0;0;0;0

6.41;0.28;0.04;0.10;-0.11;-0.05;0.05;0.08;-0.23;0.50;0.35;+1;0;0;0;0

6.54;0.13;0.28;0.04;0.10;-0.11;-0.05;0.05;0.08;-0.23;0.50;+1;0;0;0;0

6.66;0.12;0.13;0.28;0.04;0.10;-0.11;-0.05;0.05;0.08;-0.23;+1;0;0;0;0

6.72;0.06;0.12;0.13;0.28;0.04;0.10;-0.11;-0.05;0.05;0.08;+1;0;0;0;0

6.99;0.27;0.06;0.12;0.13;0.28;0.04;0.10;-0.11;-0.05;0.05;-1;0;0;0;0

6.6;-0.39;0.27;0.06;0.12;0.13;0.28;0.04;0.10;-0.11;-0.05;-1;0;0;0;0

6.5;-0.10;-0.39;0.27;0.06;0.12;0.13;0.28;0.04;0.10;-0.11;-1;0;0;0;0

6.23;-0.27;-0.10;-0.39;0.27;0.06;0.12;0.13;0.28;0.04;0.10;+1;0;0;0;0

6.46;0.23;-0.27;-0.10;-0.39;0.27;0.06;0.12;0.13;0.28;0.04;+1;0;0;0;0

6.7;0.24;0.23;-0.27;-0.10;-0.39;0.27;0.06;0.12;0.13;0.28;+1;0;0;0;0

6.99;0.29;0.24;0.23;-0.27;-0.10;-0.39;0.27;0.06;0.12;0.13;-1;0;0;0;0

6.84;-0.15;0.29;0.24;0.23;-0.27;-0.10;-0.39;0.27;0.06;0.12;-1;0;0;0;0

6.69;-0.15;-0.15;0.29;0.24;0.23;-0.27;-0.10;-0.39;0.27;0.06;-1;0;0;0;0

6.68;-0.01;-0.15;-0.15;0.29;0.24;0.23;-0.27;-0.10;-0.39;0.27;+1;0;0;0;0

6.7;0.02;-0.01;-0.15;-0.15;0.29;0.24;0.23;-0.27;-0.10;-0.39;-1;0;0;0;0

6.6;-0.10;0.02;-0.01;-0.15;-0.15;0.29;0.24;0.23;-0.27;-0.10;-1;0;0;0;0

6.41;-0.19;-0.10;0.02;-0.01;-0.15;-0.15;0.29;0.24;0.23;-0.27;-1;0;0;0;0

6.35;-0.06;-0.19;-0.10;0.02;-0.01;-0.15;-0.15;0.29;0.24;0.23;-1;0;0;0;0

6.27;-0.08;-0.06;-0.19;-0.10;0.02;-0.01;-0.15;-0.15;0.29;0.24;-1;0;0;0;0

6.2;-0.07;-0.08;-0.06;-0.19;-0.10;0.02;-0.01;-0.15;-0.15;0.29;+1;0;0;0;0

6.38;0.18;-0.07;-0.08;-0.06;-0.19;-0.10;0.02;-0.01;-0.15;-0.15;-1;0;0;0;0

6.3;-0.08;0.18;-0.07;-0.08;-0.06;-0.19;-0.10;0.02;-0.01;-0.15;+1;0;0;0;0

6.84;0.54;-0.08;0.18;-0.07;-0.08;-0.06;-0.19;-0.10;0.02;-0.01;-1;0;0;0;0

6.69;-0.15;0.54;-0.08;0.18;-0.07;-0.08;-0.06;-0.19;-0.10;0.02;-1;0;0;0;0

