5.1;0.139785;-0.268817;0.0112359;-0.438202;-0.191011;-1;0.434783;0.130435;0.23913;-0.26087;-0.673913;-0.173913;0.391304;0.0869565;-0.326087;+1;0;-1;+1;+1

5.3;0.268817;0.139785;-0.235955;0.0112359;-0.438202;-0.152174;-1;0.434783;0.130435;0.23913;-0.26087;-0.673913;-0.173913;0.391304;0.0869565;+1;0;-1;-1;+1

5.49;0.247312;0.268817;0.191011;-0.235955;0.0112359;-0.391304;-0.152174;-1;0.434783;0.130435;0.23913;-0.26087;-0.673913;-0.173913;0.391304;-1;0;-1;-1;+1

5.37;-0.419355;0.247312;0.325843;0.191011;-0.235955;0.0434782;-0.391304;-0.152174;-1;0.434783;0.130435;0.23913;-0.26087;-0.673913;-0.173913;+1;0;+1;+1;+1

5.5;0.11828;-0.419355;0.303371;0.325843;0.191011;-0.195652;0.0434782;-0.391304;-0.152174;-1;0.434783;0.130435;0.23913;-0.26087;-0.673913;+1;0;+1;+1;+1

5.59;0.032258;0.11828;-0.393258;0.303371;0.325843;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;-1;0.434783;0.130435;0.23913;-0.26087;-1;0;-1;-1;+1

5.58;-0.182796;0.032258;0.168539;-0.393258;0.303371;0.347826;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;-1;0.434783;0.130435;0.23913;-1;0;-1;-1;-1

5.45;-0.44086;-0.182796;0.0786517;0.168539;-0.393258;0.326087;0.347826;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;-1;0.434783;0.130435;-1;0;-1;-1;+1

5.27;-0.548387;-0.44086;-0.146067;0.0786517;0.168539;-0.347826;0.326087;0.347826;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;-1;0.434783;+1;0;-1;+1;+1

5.29;-0.11828;-0.548387;-0.41573;-0.146067;0.0786517;0.195652;-0.347826;0.326087;0.347826;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;-1;-1;0;+1;+1;+1

5.26;-0.225806;-0.11828;-0.52809;-0.41573;-0.146067;0.108696;0.195652;-0.347826;0.326087;0.347826;0.217391;-0.195652;0.0434782;-0.391304;-0.152174;+1;0;+1;+1;+1

5.31;-0.0537635;-0.225806;-0.0786517;-0.52809;-0.41573;-0.108696;0.108696;0.195652;-0.347826;0.326087;0.347826;0.217391;-0.195652;0.0434782;-0.391304;+1;0;+1;+1;+1

5.4;0.032258;-0.0537635;-0.191011;-0.0786517;-0.52809;-0.369565;-0.108696;0.108696;0.195652;-0.347826;0.326087;0.347826;0.217391;-0.195652;0.0434782;+1;0;+1;+1;+1

5.75;0.591398;0.032258;-0.011236;-0.191011;-0.0786517;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-0.347826;0.326087;0.347826;0.217391;-0.195652;+1;0;-1;+1;+1

6.25;0.913978;0.591398;0.0786517;-0.011236;-0.191011;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-0.347826;0.326087;0.347826;0.217391;-1;0;-1;-1;+1

6.02;-0.655914;0.913978;0.662921;0.0786517;-0.011236;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-0.347826;0.326087;0.347826;+1;0;-1;-1;+1

6.1;0.0107526;-0.655914;1;0.662921;0.0786517;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-0.347826;0.326087;+1;0;+1;-1;+1

6.15;-0.0537635;0.0107526;-0.640449;1;0.662921;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-0.347826;-1;0;-1;-1;+1

6.1;-0.268817;-0.0537635;0.0561798;-0.640449;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;0.195652;-1;0;-1;-1;-1

5.99;-0.39785;-0.268817;-0.011236;0.0561798;-0.640449;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;0.108696;+1;0;-1;-1;+1

6.09;0.0537634;-0.39785;-0.235955;-0.011236;0.0561798;-0.586957;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;-0.108696;+1;0;+1;+1;+1

6.13;-0.0752689;0.0537634;-0.370787;-0.235955;-0.011236;0.0869565;-0.586957;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;-0.369565;+1;0;+1;+1;+1

6.41;0.44086;-0.0752689;0.101124;-0.370787;-0.235955;0.0217391;0.0869565;-0.586957;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;-0.478261;+1;0;+1;+1;+1

6.54;0.11828;0.44086;-0.0337079;0.101124;-0.370787;-0.195652;0.0217391;0.0869565;-0.586957;1;0.673913;0.108696;0.0217391;-0.152174;-0.0434783;+1;0;+1;+1;+1

6.66;0.0967741;0.11828;0.505618;-0.0337079;0.101124;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;1;0.673913;0.108696;0.0217391;-0.152174;+1;0;+1;+1;+1

6.72;-0.0322581;0.0967741;0.168539;0.505618;-0.0337079;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;1;0.673913;0.108696;0.0217391;+1;0;-1;+1;+1

6.99;0.419355;-0.0322581;0.146067;0.168539;0.505618;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;1;0.673913;0.108696;-1;0;-1;-1;+1

6.6;-1;0.419355;0.0112359;0.146067;0.168539;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;1;0.673913;-1;0;-1;-1;-1

6.5;-0.376344;-1;0.483146;0.0112359;0.146067;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;1;-1;0;-1;-1;+1

6.23;-0.741936;-0.376344;-1;0.483146;0.0112359;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;-0.586957;+1;0;+1;+1;+1

6.46;0.333333;-0.741936;-0.348315;-1;0.483146;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;0.0869565;+1;0;-1;-1;+1

6.7;0.354839;0.333333;-0.730337;-0.348315;-1;0.5;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;0.0217391;+1;0;+1;+1;+1

6.99;0.462366;0.354839;0.393258;-0.730337;-0.348315;-0.934783;0.5;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-0.195652;-1;0;+1;+1;+1

6.84;-0.483871;0.462366;0.41573;0.393258;-0.730337;-0.304348;-0.934783;0.5;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-0.326087;-1;0;+1;+1;+1

6.69;-0.483871;-0.483871;0.52809;0.41573;0.393258;-0.673913;-0.304348;-0.934783;0.5;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;0.130435;-1;0;-1;-1;+1

6.68;-0.182796;-0.483871;-0.460674;0.52809;0.41573;0.413043;-0.673913;-0.304348;-0.934783;0.5;0.0434782;0.173913;0.195652;0.521739;-1.61969e-008;+1;0;+1;-1;+1

6.7;-0.11828;-0.182796;-0.460674;-0.460674;0.52809;0.434783;0.413043;-0.673913;-0.304348;-0.934783;0.5;0.0434782;0.173913;0.195652;0.521739;-1;0;-1;-1;-1

6.6;-0.376344;-0.11828;-0.146067;-0.460674;-0.460674;0.543478;0.434783;0.413043;-0.673913;-0.304348;-0.934783;0.5;0.0434782;0.173913;0.195652;-1;0;-1;-1;+1

6.41;-0.569893;-0.376344;-0.0786517;-0.146067;-0.460674;-0.413043;0.543478;0.434783;0.413043;-0.673913;-0.304348;-0.934783;0.5;0.0434782;0.173913;-1;0;-1;-1;+1

6.35;-0.290323;-0.569893;-0.348315;-0.0786517;-0.146067;-0.413043;-0.413043;0.543478;0.434783;0.413043;-0.673913;-0.304348;-0.934783;0.5;0.0434782;-1;0;-1;-1;+1

6.27;-0.333333;-0.290323;-0.550562;-0.348315;-0.0786517;-0.108696;-0.413043;-0.413043;0.543478;0.434783;0.413043;-0.673913;-0.304348;-0.934783;0.5;-1;0;-1;-1;+1

6.2;-0.311828;-0.333333;-0.258427;-0.550562;-0.348315;-0.0434783;-0.108696;-0.413043;-0.413043;0.543478;0.434783;0.413043;-0.673913;-0.304348;-0.934783;+1;0;+1;+1;+1

6.38;0.225806;-0.311828;-0.303371;-0.258427;-0.550562;-0.304348;-0.0434783;-0.108696;-0.413043;-0.413043;0.543478;0.434783;0.413043;-0.673913;-0.304348;-1;0;+1;+1;+1

6.3;-0.333333;0.225806;-0.280899;-0.303371;-0.258427;-0.5;-0.304348;-0.0434783;-0.108696;-0.413043;-0.413043;0.543478;0.434783;0.413043;-0.673913;+1;0;-1;+1;+1

6.84;1;-0.333333;0.280899;-0.280899;-0.303371;-0.217391;-0.5;-0.304348;-0.0434783;-0.108696;-0.413043;-0.413043;0.543478;0.434783;0.413043;-1;0;-1;-1;+1

6.69;-0.483871;1;-0.303371;0.280899;-0.280899;-0.26087;-0.217391;-0.5;-0.304348;-0.0434783;-0.108696;-0.413043;-0.413043;0.543478;0.434783;-1;0;-1;-1;-1

