5.85;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-0.448276;-0.908046;-0.264368;-0.172414;0.149425;+1;0;0;0;0

5.94;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-0.448276;-0.908046;-0.264368;-0.172414;+1;0;0;0;0

6.05;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-0.448276;-0.908046;-0.264368;+1;0;0;0;0

6.13;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-0.448276;-0.908046;-1;0;0;0;0

6.08;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-0.448276;+1;0;0;0;0

6.15;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;0.586207;-1;0;0;0;0

6.14;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;0.333333;-1;0;0;0;0

5.85;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-0.586207;-1;0;0;0;0

5.75;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;-0.333333;-1;0;0;0;0

5.42;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-0.172414;+1;0;0;0;0

5.63;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-0.701149;-1;0;0;0;0

5.58;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;-0.310345;-1;0;0;0;0

5.55;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-0.333333;+1;0;0;0;0

5.61;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;-0.724138;-1;0;0;0;0

5.51;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;0.425287;+1;0;0;0;0

5.57;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;0.0574713;-1;0;0;0;0

5.5;-0.310345;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;0.103448;+1;0;0;0;0

5.85;0.655172;-0.310345;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;0.0344828;-1;0;0;0;0

5.84;-0.172414;0.655172;-0.310345;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-0.264368;-1;0;0;0;0

5.71;-0.448276;-0.172414;0.655172;-0.310345;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;0.0114943;-1;0;0;0;0

5.4;-0.862069;-0.448276;-0.172414;0.655172;-0.310345;-0.0114943;-0.37931;-0.0114943;-0.218391;-0.264368;0.333333;-0.908046;-0.37931;-0.816092;-0.172414;+1;0;0;0;0

