36.28;0.03;1.36;-0.46;+1;0;0;0;0

36.5;0.22;0.03;1.36;+1;0;0;0;0

36.78;0.28;0.22;0.03;+1;0;0;0;0

36.8;0.02;0.28;0.22;+1;0;0;0;0

38.65;1.85;0.02;0.28;-1;0;0;0;0

37.73;-0.92;1.85;0.02;-1;0;0;0;0

37.1;-0.63;-0.92;1.85;+1;0;0;0;0

39;1.90;-0.63;-0.92;+1;0;0;0;0

39.05;0.05;1.90;-0.63;+1;0;0;0;0

39.4;0.35;0.05;1.90;-1;0;0;0;0

38.7;-0.70;0.35;0.05;-1;0;0;0;0

38;-0.70;-0.70;0.35;-1;0;0;0;0

37;-1.00;-0.70;-0.70;-1;0;0;0;0

35.51;-1.49;-1.00;-0.70;-1;0;0;0;0

34.49;-1.02;-1.49;-1.00;+1;0;0;0;0

34.81;0.32;-1.02;-1.49;-1;0;0;0;0

34.71;-0.10;0.32;-1.02;+1;0;0;0;0

35.5;0.79;-0.10;0.32;+1;0;0;0;0

36;0.50;0.79;-0.10;-1;0;0;0;0

35.2;-0.80;0.50;0.79;-1;0;0;0;0

34.6;-0.60;-0.80;0.50;-1;0;0;0;0

34.1;-0.50;-0.60;-0.80;+1;0;0;0;0

34.91;0.81;-0.50;-0.60;+1;0;0;0;0

34.94;0.03;0.81;-0.50;-1;0;0;0;0

34.15;-0.79;0.03;0.81;+1;0;0;0;0

35;0.85;-0.79;0.03;+1;0;0;0;0

35.29;0.29;0.85;-0.79;-1;0;0;0;0

34.75;-0.54;0.29;0.85;-1;0;0;0;0

34.5;-0.25;-0.54;0.29;-1;0;0;0;0

33.71;-0.79;-0.25;-0.54;+1;0;0;0;0

33.95;0.24;-0.79;-0.25;-1;0;0;0;0

33.61;-0.34;0.24;-0.79;+1;0;0;0;0

34.75;1.14;-0.34;0.24;+1;0;0;0;0

34.9;0.15;1.14;-0.34;-1;0;0;0;0

34.87;-0.03;0.15;1.14;-1;0;0;0;0

34.59;-0.28;-0.03;0.15;+1;0;0;0;0

34.77;0.18;-0.28;-0.03;-1;0;0;0;0

34.7;-0.07;0.18;-0.28;-1;0;0;0;0

34;-0.70;-0.07;0.18;+1;0;0;0;0

34.11;0.11;-0.70;-0.07;+1;0;0;0;0

34.3;0.19;0.11;-0.70;-1;0;0;0;0

34.15;-0.15;0.19;0.11;-1;0;0;0;0

34.1;-0.05;-0.15;0.19;+1;0;0;0;0

34.2;0.10;-0.05;-0.15;+1;0;0;0;0

35;0.80;0.10;-0.05;-1;0;0;0;0

34.9;-0.10;0.80;0.10;+1;0;0;0;0

35.5;0.60;-0.10;0.80;-1;0;0;0;0

35.5;0.00;0.60;-0.10;-1;0;0;0;0

34.01;-1.49;0.00;0.60;+1;0;0;0;0

34.9;0.89;-1.49;0.00;-1;0;0;0;0

33;-1.90;0.89;-1.49;-1;0;0;0;0

31.85;-1.15;-1.90;0.89;-1;0;0;0;0

31.83;-0.02;-1.15;-1.90;+1;0;0;0;0

31.85;0.02;-0.02;-1.15;+1;0;0;0;0

31.99;0.14;0.02;-0.02;+1;0;0;0;0

32.98;0.99;0.14;0.02;-1;0;0;0;0

32;-0.98;0.99;0.14;+1;0;0;0;0

32.65;0.65;-0.98;0.99;-1;0;0;0;0

31.77;-0.88;0.65;-0.98;+1;0;0;0;0

32.65;0.88;-0.88;0.65;-1;0;0;0;0

32.21;-0.44;0.88;-0.88;+1;0;0;0;0

32.6;0.39;-0.44;0.88;-1;0;0;0;0

32.2;-0.40;0.39;-0.44;+1;0;0;0;0

32.41;0.21;-0.40;0.39;-1;0;0;0;0

32.02;-0.39;0.21;-0.40;+1;0;0;0;0

32.4;0.38;-0.39;0.21;+1;0;0;0;0

33.9;1.50;0.38;-0.39;+1;0;0;0;0

34.5;0.60;1.50;0.38;+1;0;0;0;0

35.3;0.80;0.60;1.50;+1;0;0;0;0

36.68;1.38;0.80;0.60;+1;0;0;0;0

37.4;0.72;1.38;0.80;-1;0;0;0;0

36.35;-1.05;0.72;1.38;+1;0;0;0;0

36.5;0.15;-1.05;0.72;+1;0;0;0;0

36.75;0.25;0.15;-1.05;+1;0;0;0;0

36.87;0.12;0.25;0.15;+1;0;0;0;0

37.01;0.14;0.12;0.25;+1;0;0;0;0

38;0.99;0.14;0.12;-1;0;0;0;0

37.8;-0.20;0.99;0.14;-1;0;0;0;0

37.69;-0.11;-0.20;0.99;-1;0;0;0;0

37.1;-0.59;-0.11;-0.20;-1;0;0;0;0

36.2;-0.90;-0.59;-0.11;-1;0;0;0;0

35.78;-0.42;-0.90;-0.59;-1;0;0;0;0

35.52;-0.26;-0.42;-0.90;-1;0;0;0;0

35.5;-0.02;-0.26;-0.42;+1;0;0;0;0

36.32;0.82;-0.02;-0.26;+1;0;0;0;0

37;0.68;0.82;-0.02;+1;0;0;0;0

38.4;1.40;0.68;0.82;-1;0;0;0;0

38.2;-0.20;1.40;0.68;-1;0;0;0;0

38.2;0.00;-0.20;1.40;+1;0;0;0;0

38.79;0.59;0.00;-0.20;-1;0;0;0;0

38.7;-0.09;0.59;0.00;+1;0;0;0;0

38.99;0.29;-0.09;0.59;-1;0;0;0;0

38;-0.99;0.29;-0.09;+1;0;0;0;0

38.39;0.39;-0.99;0.29;+1;0;0;0;0

38.99;0.60;0.39;-0.99;+1;0;0;0;0

39.02;0.03;0.60;0.39;+1;0;0;0;0

39.19;0.17;0.03;0.60;-1;0;0;0;0

39;-0.19;0.17;0.03;-1;0;0;0;0

38.29;-0.71;-0.19;0.17;+1;0;0;0;0

38.69;0.40;-0.71;-0.19;+1;0;0;0;0

39;0.31;0.40;-0.71;-1;0;0;0;0

37.6;-1.40;0.31;0.40;-1;0;0;0;0

37.45;-0.15;-1.40;0.31;+1;0;0;0;0

38.99;1.54;-0.15;-1.40;-1;0;0;0;0

38;-0.99;1.54;-0.15;+1;0;0;0;0

38.21;0.21;-0.99;1.54;+1;0;0;0;0

38.4;0.19;0.21;-0.99;-1;0;0;0;0

