-0.408867;-0.547284;-0.484577;-0.506667;-0.217063;0.45583;0.335689;0.639576;+1;0;+1;0;0

-0.389163;-0.468813;-0.389055;-0.438095;-0.316288;0.265018;0.45583;0.335689;-1;0;+1;0;0

-0.515271;-0.593561;-0.510448;-0.540952;-0.545939;-0.25795;0.265018;0.45583;-1;0;+1;0;0

-0.613793;-0.70825;-0.621891;-0.649524;-0.867782;-0.159011;-0.25795;0.265018;+1;0;+1;0;0

-0.458128;-0.635815;-0.679602;-0.716191;-0.295637;0.75265;-0.159011;-0.25795;+1;0;+1;0;0

-0.410838;-0.517103;-0.428856;-0.459048;-0.210232;0.363958;0.75265;-0.159011;-1;0;+1;0;0

-0.523153;-0.605634;-0.538309;-0.523809;-0.276195;-0.208481;0.363958;0.75265;+1;0;+1;0;0

-0.485714;-0.657948;-0.6;-0.620952;-0.274269;0.328622;-0.208481;0.363958;-1;0;+1;0;0

-0.505419;-0.591549;-0.512438;-0.542857;-0.560879;0.123675;0.328622;-0.208481;+1;0;+1;0;0

-0.434483;-0.571429;-0.554229;-0.51619;-0.268826;0.448763;0.123675;0.328622;+1;0;+1;0;0

-0.418719;-0.519115;-0.446766;-0.481905;-0.479617;0.250883;0.448763;0.123675;+1;0;+1;0;0

-0.28867;-0.462777;-0.402985;-0.459048;-0.508758;0.660777;0.250883;0.448763;+1;0;+1;0;0

-0.219704;-0.390342;-0.357214;-0.432381;-0.195964;0.441696;0.660777;0.250883;-1;0;+1;0;0

-0.300493;-0.384306;-0.311443;-0.287619;-0.289858;-0.0954063;0.441696;0.660777;-1;0;+1;0;0

-0.347783;-0.394366;-0.341293;-0.329524;-0.1709;0.024735;-0.0954063;0.441696;-1;0;+1;0;0

-0.564532;-0.565392;-0.5801;-0.56381;0.0338216;-0.583039;0.024735;-0.0954063;-1;0;+1;0;0

-0.578325;-0.706237;-0.659701;-0.630476;-0.35291;0.144876;-0.583039;0.024735;+1;0;+1;0;0

-0.534975;-0.690141;-0.667662;-0.617143;-0.422748;0.349823;0.144876;-0.583039;-1;0;+1;0;0

-0.566503;-0.605634;-0.562189;-0.539048;-0.734399;0.0812721;0.349823;0.144876;-1;0;+1;0;0

-0.576355;-0.643863;-0.59801;-0.615238;-0.359763;0.159011;0.0812721;0.349823;+1;0;+1;0;0

-0.562562;-0.676056;-0.60597;-0.605714;-0.384223;0.243816;0.159011;0.0812721;-1;0;+1;0;0

-0.613793;-0.688129;-0.649751;-0.668571;-0.140483;0.0106007;0.243816;0.159011;-1;0;+1;0;0

