0.727388;0.911266;0.818962;0.958298;-0.592669;-0.244957;0.037464;0.0893371;0.721422;-0.425552;-0.659942;0.723343;-0.487032;0.435158;-0.00672433;0.104707;-0.15658;-0.14121;-0.458213;0.0989433;1;0.223823;-0.398655;0.0317003;0.0105667;-0.350624;0.146974;0.262248;0.104707;-0.146974;0.0220941;-0.21806;-0.0509126;-0.354467;0.193084;-0.287224;0.0624399;-0.0182517;-0.0336215;0.0509126;0.498559;-0.588857;0.007722;-0.0656371;-0.527027;-0.27027;-0.119691;1;-0.715232;0.650662;0.107616;0.243378;0.849338;-0.354305;-0.258278;-0.142384;-0.0149006;0.372517;0.379139;0.306291;0.0281457;-0.11755;0.298013;0.107616;0.985099;-1;0;0;0;+1

0.382415;0.719009;0.503217;0.828937;-0.557779;-0.832853;-0.244957;0.037464;0.0893371;0.721422;-0.425552;-0.659942;0.723343;-0.487032;0.435158;-0.00672433;0.104707;-0.15658;-0.14121;-0.458213;0.0989433;1;0.223823;-0.398655;0.0317003;0.0105667;-0.350624;0.146974;0.262248;0.104707;-0.146974;0.0220941;-0.21806;-0.0509126;-0.354467;0.193084;-0.287224;0.0624399;-0.0182517;-0.0336215;0.0509126;0.498559;-0.586873;0.007722;-0.0656371;-0.527027;-0.27027;-0.119691;1;-0.715232;0.650662;0.107616;0.243378;0.849338;-0.354305;-0.258278;-0.142384;-0.0149006;0.372517;0.379139;0.306291;0.0281457;-0.11755;0.298013;0.107616;-1;0;0;0;-1

0.240219;0.416268;0.162592;0.498723;-0.341538;-0.369837;-0.832853;-0.244957;0.037464;0.0893371;0.721422;-0.425552;-0.659942;0.723343;-0.487032;0.435158;-0.00672433;0.104707;-0.15658;-0.14121;-0.458213;0.0989433;1;0.223823;-0.398655;0.0317003;0.0105667;-0.350624;0.146974;0.262248;0.104707;-0.146974;0.0220941;-0.21806;-0.0509126;-0.354467;0.193084;-0.287224;0.0624399;-0.0182517;-0.0336215;0.0509126;0.505791;-0.586873;0.007722;-0.0656371;-0.527027;-0.27027;0.0397351;1;-0.715232;0.650662;0.107616;0.243378;0.849338;-0.354305;-0.258278;-0.142384;-0.0149006;0.372517;0.379139;0.306291;0.0281457;-0.11755;0.298013;+1;0;0;0;-1

0.464872;0.503262;0.287001;0.396596;-0.409324;0.467819;-0.369837;-0.832853;-0.244957;0.037464;0.0893371;0.721422;-0.425552;-0.659942;0.723343;-0.487032;0.435158;-0.00672433;0.104707;-0.15658;-0.14121;-0.458213;0.0989433;1;0.223823;-0.398655;0.0317003;0.0105667;-0.350624;0.146974;0.262248;0.104707;-0.146974;0.0220941;-0.21806;-0.0509126;-0.354467;0.193084;-0.287224;0.0624399;-0.0182517;-0.0336215;0.0559845;0.505791;-0.586873;0.007722;-0.0656371;-0.527027;-0.089404;0.0397351;1;-0.715232;0.650662;0.107616;0.243378;0.849338;-0.354305;-0.258278;-0.142384;-0.0149006;0.372517;0.379139;0.306291;0.0281457;-0.11755;+1;0;0;0;+1

0.702987;0.84167;0.724582;0.644255;-0.400583;0.498559;0.467819;-0.369837;-0.832853;-0.244957;0.037464;0.0893371;0.721422;-0.425552;-0.659942;0.723343;-0.487032;0.435158;-0.00672433;0.104707;-0.15658;-0.14121;-0.458213;0.0989433;1;0.223823;-0.398655;0.0317003;0.0105667;-0.350624;0.146974;0.262248;0.104707;-0.146974;0.0220941;-0.21806;-0.0509126;-0.354467;0.193084;-0.287224;0.0624399;-0.0182517;-0.0289575;0.0559845;0.505791;-0.586873;0.007722;-0.0656371;-0.309603;-0.089404;0.0397351;1;-0.715232;0.650662;0.107616;0.243378;0.849338;-0.354305;-0.258278;-0.142384;-0.0149006;0.372517;0.379139;0.306291;0.0281457;-1;0;0;0;+1

