-0.756948;-0.728733;-0.724897;-0.684697;-0.999003;0.71379;0.783174;0.84562;-1;0;+1;0;0

-0.803815;-0.75981;-0.779917;-0.751563;-0.998952;0.745013;0.71379;0.783174;+1;0;+1;0;0

-0.695913;-0.706611;-0.75956;-0.766241;-0.998716;0.991327;0.745013;0.71379;+1;0;+1;0;0

-0.683924;-0.711878;-0.699037;-0.701006;-0.99923;0.838682;0.991327;0.745013;-1;0;+1;0;0

-0.683924;-0.701343;-0.685282;-0.667844;-0.999154;0.819601;0.838682;0.991327;-1;0;-1;0;0

-0.743869;-0.705557;-0.711142;-0.679261;-0.999375;0.724198;0.819601;0.838682;-1;0;+1;0;0

-0.782016;-0.78562;-0.782118;-0.73906;-0.999638;0.75889;0.724198;0.819601;-1;0;+1;0;0

-0.79564;-0.801422;-0.815131;-0.78255;-0.999214;0.797918;0.75889;0.724198;+1;0;-1;0;0

-0.711172;-0.748749;-0.777166;-0.73906;-0.999193;0.954033;0.797918;0.75889;+1;0;+1;0;0

-0.684469;-0.706611;-0.678129;-0.700462;-0.998398;0.862099;0.954033;0.797918;+1;0;+1;0;0

-0.659401;-0.680801;-0.700137;-0.701006;-0.998621;0.859497;0.862099;0.954033;-1;0;-1;0;0

-0.662125;-0.669739;-0.666575;-0.646643;-0.999044;0.815265;0.859497;0.862099;-1;0;-1;0;0

-0.702997;-0.696076;-0.696286;-0.706442;-0.999412;0.754553;0.815265;0.859497;+1;0;+1;0;0

-0.66485;-0.673426;-0.661623;-0.657516;-0.998891;0.880312;0.754553;0.815265;-1;0;+1;0;0

-0.708447;-0.664472;-0.67868;-0.649361;-0.999035;0.750217;0.880312;0.754553;+1;0;+1;0;0

-0.699728;-0.696076;-0.675378;-0.692851;-0.998381;0.833478;0.750217;0.880312;-1;0;+1;0;0

-0.778202;-0.698709;-0.745805;-0.673824;-0.998291;0.694709;0.833478;0.750217;+1;0;+1;0;0

-0.776567;-0.75823;-0.757359;-0.73906;-0.998989;0.822203;0.694709;0.833478;-1;0;+1;0;0

-0.80654;-0.782987;-0.782668;-0.749932;-0.999276;0.771899;0.822203;0.694709;+1;0;-1;0;0

-0.800545;-0.81459;-0.776066;-0.772764;-0.999627;0.829141;0.771899;0.822203;-1;0;+1;0;0

-0.808719;-0.807216;-0.788171;-0.761348;-0.999686;0.806592;0.829141;0.771899;+1;0;-1;0;0

-0.782016;-0.78562;-0.788171;-0.78255;-0.999087;0.862099;0.806592;0.829141;-1;0;-1;0;0

