-0.843714;-0.755011;-0.817088;-0.825503;-0.580706;0.0896057;-0.290323;0.517241;-0.0896552;0.0206897;0.172414;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-0.342256;-0.414914;-0.323136;-0.212237;-0.365201;+1;0;0;-1;0

-0.766704;-0.799555;-0.809868;-0.794183;0.00908174;0.462366;0.0896057;-0.317241;0.517241;-0.0896552;0.0206897;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-0.342256;-0.414914;-0.323136;-0.212237;-1;0;0;-1;0

-0.834655;-0.844098;-0.824308;-0.803132;-0.702603;0.00358423;0.462366;0.0482759;-0.317241;0.517241;-0.0896552;-0.434034;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-0.342256;-0.414914;-0.323136;-1;0;0;-1;0

-0.89128;-0.821826;-0.910951;-0.800895;-0.760404;0.0394265;0.00358423;0.406897;0.0482759;-0.317241;0.517241;-0.49522;-0.434034;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-0.342256;-0.414914;-1;0;0;-1;0

-0.93658;-0.888641;-0.980746;-0.90604;-0.999354;0.0752688;0.0394265;-0.0344828;0.406897;0.0482759;-0.317241;-0.1587;-0.49522;-0.434034;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-0.342256;-1;0;0;-1;0

-0.95923;-0.928731;-0.975933;-0.961969;-0.251907;0.146953;0.0752688;0;-0.0344828;0.406897;0.0482759;-0.621415;-0.1587;-0.49522;-0.434034;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;-0.586998;-1;0;0;-1;0

-1;-1;-0.98556;-0.973154;-0.685732;0.0896057;0.146953;0.0344828;0;-0.0344828;0.406897;-0.418738;-0.621415;-0.1587;-0.49522;-0.434034;-0.349904;-0.483748;-0.124283;-0.564054;-0.284895;-0.349904;-0.296367;-0.369025;-0.453155;+1;0;0;-1;0

