0.318553;0.305335;0.31106;0.39887;-0.680962;0.0627063;0.0825083;0.267327;+1;0;0;0;-1

0.390898;0.296254;0.336405;0.322034;-0.706041;0.353135;0.0627063;0.0825083;+1;0;0;0;+1

0.444574;0.348468;0.334101;0.410169;-0.762038;0.30033;0.353135;0.0627063;-1;0;0;0;-1

0.299883;0.321226;0.31106;0.358192;-0.286917;-0.260726;0.30033;0.353135;+1;0;0;0;-1

0.37923;0.332576;0.341014;0.333333;-0.50209;0.372937;-0.260726;0.30033;-1;0;0;0;-1

0.285881;0.341657;0.313364;0.38983;-0.234583;-0.115512;0.372937;-0.260726;-1;0;0;0;-1

0.253209;0.223609;0.290322;0.294915;-0.781162;0.0561056;-0.115512;0.372937;+1;0;0;0;-1

0.285881;0.205448;0.195852;0.2113;-0.731806;0.240924;0.0561056;-0.115512;+1;0;0;0;+1

0.369895;0.275823;0.281106;0.290396;-0.21775;0.386139;0.240924;0.0561056;-1;0;0;0;-1

0.192532;0.296254;0.198156;0.364972;0.000171772;-0.353135;0.386139;0.240924;-1;0;0;0;+1

-0.0758462;0.112372;-0.0760368;0.20226;1;-0.610561;-0.353135;0.386139;-1;0;0;0;+1

-0.110852;-0.157775;-0.119816;-0.062147;0.189465;0.049505;-0.610561;-0.353135;-1;0;0;0;+1

-0.14119;-0.125993;-0.103687;-0.0305083;-0.43132;0.0627063;0.049505;-0.610561;-1;0;0;0;-1

-0.14119;-0.216799;-0.165899;-0.125424;-0.577441;0.148515;0.0627063;0.049505;-1;0;0;0;+1

-0.306885;-0.162315;-0.262673;-0.116384;0.0181506;-0.320132;0.148515;0.0627063;+1;0;0;0;-1

-0.229872;-0.257662;-0.264977;-0.281356;0.575608;0.366337;-0.320132;0.148515;+1;0;0;0;-1

-0.194866;-0.207719;-0.191244;-0.177401;-0.0830804;0.247525;0.366337;-0.320132;+1;0;0;0;-1

-0.145858;-0.191828;-0.191244;-0.129943;-0.273518;0.287129;0.247525;0.366337;+1;0;0;0;+1

-0.136523;-0.200908;-0.145162;-0.141243;-0.313255;0.174918;0.287129;0.247525;-1;0;0;0;+1

-0.157526;-0.189557;-0.158986;-0.123164;-0.285772;0.0891089;0.174918;0.287129;-1;0;0;0;+1

-0.211202;-0.216799;-0.168203;-0.141243;0.00864586;-0.00330032;0.0891089;0.174918;-1;0;0;0;+1

-0.213536;-0.280363;-0.253456;-0.186441;0.0348697;0.141914;-0.00330032;0.0891089;-1;0;0;0;+1

